player_id,player_name,positions,fg_made,pass_td,pat_made,recv_td,rush_td
albert-curran-iv,Albert Curran IV,DB,,,,,1.0
anthony-lamar-dixon,Anthony Lamar Dixon,DB,,,,1.0,
dnerius-antoine,D'Nerius Antoine,WR,,2.0,,,
damond-powell,Damond Powell,WR,2.0,,,,
david-calderon,David  Calderon,RB,,1.0,,,
eric-thomas-jr,Eric Thomas Jr.,WR,,,,1.0,
kavon-samuels,Kavon Samuels,RB,,,,1.0,
rashad-ridley,Rashad Ridley,WR,,,1.0,,
rashaud-powell,Rashaud Powell,DL,1.0,,,,
