player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
andrew-sjogren,Andrew Sjogren,P,2.0,,37.0,35.0,,2.0,5.0,1.0,,36.0,1.0,525.0,187.0
asher-lantz,Asher Lantz,P,,1.0,2.0,2.0,,1.0,,,,2.0,,50.0,3.0
ben-close,Ben Close,P,2.0,1.0,7.0,8.0,,2.0,,,,8.0,,103.0,33.0
benjamin-preiss,Benjamin Preiss,P,1.0,1.0,10.0,9.0,,,,,,10.0,1.0,1.0,48.0
cal-tornabene,Cal Tornabene,P,,,7.0,7.0,,,1.0,,,8.0,1.0,54.0,23.0
cameron-brock,Cameron Brock,P,3.0,,29.0,26.0,,2.0,3.0,,,27.0,1.0,206.0,146.0
colin-ringwood,Colin Ringwood,P,,,5.0,6.0,,,,,,6.0,,17.0,17.0
conner-henderson,Conner Henderson,P,1.0,,6.0,7.0,,,,1.0,,7.0,,56.0,38.0
didzis-malderis,Didzis Malderis,P,,,,,,,,,1.0,,,,
fletcher-hare,Fletcher Hare,P,,2.0,9.0,7.0,,2.0,1.0,,4.0,7.0,,54.0,92.0
jace-bruner,Jace Bruner,P,,,7.0,7.0,,2.0,1.0,,2.0,7.0,,54.0,31.0
jack-shanahan,Jack Shanahan,P,2.0,,34.0,23.0,,7.0,2.0,,,27.0,2.0,306.0,108.0
jacob-fella,Jacob Fella,P,,,13.0,11.0,,2.0,1.0,,,11.0,,51.0,50.0
jeffrey-burris,Jeffrey Burris,P,1.0,1.0,10.0,6.0,,2.0,,,,7.0,1.0,157.0,15.0
jeremy-branson,Jeremy Branson,P,3.0,1.0,9.0,10.0,,1.0,1.0,1.0,,10.0,,86.0,143.0
jeremy-keusch,Jeremy Keusch,P,2.0,,23.0,20.0,,1.0,1.0,,,22.0,2.0,210.0,61.0
jerry-kelly,Jerry Kelly,P,,,4.0,5.0,,,,,,5.0,,-9.0,43.0
jesse-johnson,Jesse Johnson,P,1.0,1.0,13.0,9.0,1.0,3.0,1.0,,1.0,10.0,1.0,145.0,41.0
joey-cari,Joey Cari,P,,,11.0,13.0,,,,,,13.0,,12.0,57.0
keegan-north,Keegan North,P,3.0,1.0,29.0,33.0,,1.0,3.0,1.0,,34.0,1.0,89.0,301.0
levi-jacobs,Levi Jacobs,P,2.0,,18.0,12.0,,5.0,2.0,,,13.0,1.0,271.0,19.0
luke-brennan,Luke Brennan,P,1.0,1.0,9.0,9.0,,,,1.0,8.0,11.0,2.0,49.0,113.0
milan-rivas,Milan Rivas,P,,,28.0,27.0,,1.0,1.0,1.0,,28.0,1.0,137.0,165.0
nick-hutton,Nick Hutton,P,2.0,1.0,15.0,13.0,,1.0,1.0,,14.0,16.0,2.0,-4.0,51.0
nick-pappas,Nick Pappas,P,,1.0,8.0,7.0,1.0,,,,,9.0,2.0,121.0,-9.0
paul-arters,Paul Arters,P,4.0,,26.0,26.0,,1.0,3.0,2.0,,28.0,2.0,249.0,243.0
reid-martin,Reid Martin,P,,,3.0,3.0,,,,,,5.0,1.0,19.0,10.0
rick-gross,Rick Gross,P,1.0,,19.0,16.0,,3.0,1.0,,,16.0,,153.0,61.0
sam-kaminsky,Sam Kaminsky,P,2.0,,58.0,67.0,,,2.0,2.0,,67.0,,59.0,510.0
seth-gudeman,Seth Gudeman,P,,1.0,8.0,8.0,,1.0,1.0,,,8.0,,111.0,-2.0
tavis-leighton,Tavis Leighton,P,4.0,,23.0,33.0,1.0,,,1.0,,35.0,2.0,22.0,267.0
travis-carpenter,Travis Carpenter,P,3.0,,23.0,28.0,1.0,,3.0,,1.0,29.0,1.0,51.0,265.0
tyler-mitchuson,Tyler Mitchuson,P,,,,,,,,,6.0,,,,
vedant-sachdeva,Vedant Sachdeva,P,,,1.0,1.0,,,,,,1.0,,3.0,
will-quigley,Will Quigley,P,,,4.0,4.0,,,,,,4.0,,34.0,17.0
will-wettengel,Will Wettengel,P,,1.0,7.0,8.0,,1.0,2.0,1.0,,8.0,,61.0,118.0
xavier-payne,Xavier Payne,P,2.0,1.0,34.0,42.0,,2.0,4.0,2.0,,42.0,,51.0,307.0
