player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
alexandre-gagne,Alexandre Gagné,FB/RB,,,,0.0,,,,,,,,,,0.0,0.0
austin-mack,Austin Mack,WR,,,,,,,,,0.0,57.0,5.0,,,,
brock-gowanlock,Brock Gowanlock,DB/DE/DL,,,,0.0,,,,,,,,,,0.0,0.0
caleb-evans,Caleb EVANS,QB,,,,,,,,,,,,0.0,11.0,,
ciante-evans,Ciante Evans,DB,,,,0.0,,,,,,,,,,0.0,2.0
cody-fajardo,Cody FAJARDO,QB,,,1.0,0.0,,1.0,258.0,,,,,0.0,30.0,0.0,1.0
cole-spieker,Cole SPIEKER,WR,,,,,,,,,0.0,56.0,5.0,,,,
dean-faithfull,Dean Faithfull,K,3.0,,,,1.0,,,,,,,,,,
dillon-mitchell,Dillon MITCHELL,WR,,,,,,,,,0.0,20.0,2.0,,,,
dionte-ruffin,Dionté Ruffin,DB,,,,0.0,,,,,,,,,,0.0,4.0
edm-dst,EDM DST,DST,,,,,,,,35.0,,,,,,3.0,
edm-k,EDM K,K,3.0,,,,1.0,,,,,,,,,,
edm-qb,EDM QB,QB,,,,,,2.0,221.0,,,,,1.0,63.0,,
elliott-brown,Elliott Brown,DL,,,,0.0,,,,,,,,,,1.0,1.0
enock-makonzo,Enock Makonzo,DB/LB,,,,0.0,,,,,,,,,,0.0,3.0
eugene-lewis,Eugene LEWIS,WR,,,,,,,,,0.0,61.0,7.0,,,,
gavin-cobb,Gavin COBB,WR,,,,,,,,,0.0,37.0,2.0,,,,
jake-ceresna,Jake Ceresna,DB/DL,,,,0.0,,,,,,,,,,1.0,1.0
jake-harty,Jake Harty,WR,,,,0.0,,,,,,,,,,0.0,0.0
james-tuck,James Tuck,FB,,,,,,,,,0.0,3.0,1.0,,,,
jamie-harry,Jamie Harry,DB,,,,0.0,,,,,,,,,,0.0,1.0
jeshrun-antwi,Jeshrun ANTWI,RB,,,,,,,,,0.0,19.0,2.0,0.0,4.0,,
jose-maltos,Jose MALTOS,K,2.0,159.0,,,,,,,,,,,,,
kabion-ento,Kabion Ento,DB,,,,0.0,,,,,,,,,,0.0,3.0
kai-gray,Kai Gray,CB/DB,,,,0.0,,,,,,,,,,0.0,3.0
kai-locksley,Kai Locksley,QB,,,,,,,,,,,,0.0,8.0,,
kevin-brown,Kevin BROWN,RB,,,,,,,,,0.0,22.0,1.0,0.0,68.0,,
kyran-moore,Kyran Moore,WR,,,,,,,,,2.0,44.0,5.0,,,,
loucheiz-purifoy,Loucheiz Purifoy,DB,,,,0.0,,,,,,,,,,0.0,4.0
luke-burton-krahn,Luke Burton-Krahn,LS,,,,0.0,,,,,,,,,,0.0,0.0
mtl-dst,MTL DST,DST,,,,,,,,21.0,,,,,,4.0,
mtl-k,MTL K,K,2.0,159.0,,,,,,,,,,,,,
mtl-qb,MTL QB,QB,,,1.0,,,1.0,258.0,,,,,,30.0,,
michael-brodrique,Michael Brodrique,LB,,,,0.0,,,,,,,,,,0.0,0.0
michael-domagala,Michael Domagala,K/P,3.0,15.0,,,,,,,,,,,,,
mustafa-johnson,Mustafa Johnson,DB/DL,,,,0.0,,,,,,,,,,2.0,4.0
noah-curtis,Noah Curtis,DL,,,,0.0,,,,,,,,,,0.0,2.0
reggie-stubblefield,Reggie Stubblefield,DB,,,,0.0,,,,,,,,,,0.0,1.0
ryan-meskell,Ryan Meskell,K,1.0,146.0,,,,,,,,,,,,,
shannon-brooks,Shannon Brooks,RB,,,,,,,,,0.0,9.0,1.0,0.0,9.0,,
taylor-cornelius,Taylor Cornelius,QB,,,,,,,,,,,,1.0,16.0,,
tony-jones,Tony Jones,LB,,,,0.0,,,,,,,,,,0.0,7.0
tre-ford,Tre Ford,QB,,,0.0,,,2.0,216.0,,,,,0.0,47.0,,
tyler-snead,Tyler SNEAD,WR,,,,0.0,,,,,0.0,69.0,4.0,,,0.0,1.0
tyrice-beverette,Tyrice Beverette,LB,,,,0.0,,,,,,,,,,1.0,9.0
tyson-philpot,Tyson PHILPOT,WR,,,,,,,,,1.0,38.0,4.0,,,,
walter-fletcher,Walter FLETCHER,RB,,,,,,,,,0.0,16.0,2.0,0.0,88.0,,
wesley-sutton,Wesley Sutton,DB,,,,0.0,,,,,,,,,,0.0,6.0
