player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
aj-ouellette,A.J. OUELLETTE,RB,,,,,,,,,25.0,4.0,,65.0,
brett-lauther,Brett LAUTHER,K,1.0,,,,,,,,,,,,
cgy-dst,CGY DST,DST,,,,2.0,,,15.0,,,,,,4.0
cgy-k,CGY K,K,3.0,53.0,,,,,,,,,,,
cgy-qb,CGY QB,QB,,,2.0,,3.0,222.0,,,,,0.0,11.0,
clark-barnes,Clark BARNES,WR,,,,,,,,0.0,14.0,1.0,,,
damien-alford,Damien ALFORD,WR,,,,,,,,0.0,17.0,2.0,,,
daylen-baldwin,Daylen Baldwin,WR,,,,,,,,1.0,84.0,3.0,,,
dedrick-mills,Dedrick MILLS,RB,,,,,,,,0.0,27.0,3.0,1.0,78.0,
dhel-duncan-busby,Dhel Duncan-Busby,WR,,,,,,,,1.0,26.0,3.0,,,
dohnte-meyers,Dohnte Meyers,WR,,,,,,,,1.0,32.0,3.0,,,
erik-brooks,Erik BROOKS,WR,,,,,,,,1.0,29.0,2.0,0.0,2.0,
jake-maier,Jake Maier,QB,,,0.0,,0.0,52.0,,,,,,,
jalen-philpot,Jalen PHILPOT,WR,,,,,,,,1.0,51.0,3.0,0.0,31.0,
jeshrun-antwi,Jeshrun ANTWI,RB,,,,,,,,,,,0.0,15.0,
joe-robustelli,Joe Robustelli,WR,,,,,,,,0.0,24.0,2.0,,,
keesean-johnson,KeeSean Johnson,WR,,,,,,,,0.0,112.0,4.0,,,
mario-anderson,Mario Anderson,RB,,,,,,,,0.0,3.0,1.0,0.0,16.0,
rene-paredes-2,Rene PAREDES,K,3.0,53.0,,,,,,,,,,,
ssk-dst,SSK DST,DST,,,,2.0,,,32.0,,,,,,
ssk-k,SSK K,K,1.0,,,,,,,,,,,,
ssk-qb,SSK QB,QB,,,2.0,,2.0,257.0,,,,,0.0,8.0,
tommy-nield,Tommy Nield,WR,,,,,,,,0.0,35.0,4.0,,,
tommy-stevens,Tommy STEVENS,QB,,,,,,,,,,,0.0,3.0,
trevor-harris,Trevor HARRIS,QB,,,2.0,,2.0,205.0,,,,,0.0,5.0,
vernon-adams-jr,Vernon ADAMS JR.,QB,,,2.0,,3.0,222.0,,,,,,11.0,
