player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
a-bierwisch,A Bierwisch,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0
a-doddaballapur,A Doddaballapur,,18.0,1.0,0.0,2.0,9.0,0.0,24.0,0.0,0.0,19.0,2.0,0.0,,1.0
a-vaidya,A Vaidya,,10.0,2.0,0.0,5.0,17.0,0.0,24.0,0.0,0.0,29.0,0.0,0.0,,1.0
cm-gough,CM Gough,,59.0,10.0,1.0,3.0,72.0,0.0,24.0,0.0,0.0,20.0,0.0,0.0,,1.0
e-thelander,E Thelander,,24.0,1.0,0.0,3.0,16.0,0.0,,,,,,,,1.0
ec-bargna,EC Bargna,,,,,,,,24.0,0.0,0.0,33.0,0.0,0.0,,1.0
eman-asim,Eman Asim,,3.0,0.0,1.0,7.0,2.0,0.0,,,,,,,,1.0
g-shukla,G Shukla,,30.0,5.0,0.0,4.0,37.0,0.0,20.0,1.0,1.0,17.0,1.0,0.0,,1.0
h-chamto,H Chamto,,,,,,,,12.0,0.0,0.0,15.0,0.0,1.0,,1.0
jayasooriya,Jayasooriya,,1.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,10.0,1.0,1.0,,1.0
kanchan-rana,Kanchan Rana,,4.0,1.0,0.0,1.0,5.0,0.0,,,,,,,,1.0
ms-beresford,MS Beresford,,,,,,,,12.0,0.0,0.0,13.0,1.0,0.0,,1.0
rg-somashekhar,RG Somashekhar,,7.0,0.0,1.0,8.0,2.0,0.0,,,,,,,,1.0
s-elmsjoo,S Elmsjoo,,,,,,,,6.0,0.0,0.0,9.0,0.0,1.0,,1.0
s-kolcharam,S Kolcharam,,11.0,2.0,1.0,5.0,15.0,0.0,24.0,0.0,0.0,29.0,2.0,3.0,1.0,1.0
s-lundell,S Lundell,,42.0,6.0,0.0,2.0,49.0,0.0,12.0,0.0,2.0,24.0,1.0,2.0,,1.0
s-sadarangani,S Sadarangani,,24.0,3.0,0.0,4.0,30.0,0.0,12.0,0.0,1.0,22.0,0.0,4.0,,1.0
sk-ravuri,SK Ravuri,,,,,,,,24.0,0.0,0.0,31.0,0.0,1.0,,1.0
