player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
aidan-lopez-escarez,Aidan Lopez-Escarez,P,,,7.0,9.0,,1.0,,,,,9.0,,52.0,68.0
alex-tatum,Alex Tatum,P,1.0,1.0,11.0,8.0,,2.0,1.0,1.0,,,9.0,1.0,146.0,106.0
brandon-lin,Brandon Lin,P,,1.0,2.0,2.0,,,,,,,3.0,1.0,51.0,8.0
chris-roach,Chris Roach,P,,,3.0,1.0,,,,,9.0,1.0,2.0,1.0,39.0,-1.0
cody-spicer,Cody Spicer,P,1.0,2.0,11.0,16.0,,1.0,1.0,,,,16.0,,-3.0,145.0
connor-olson,Connor Olson,P,2.0,1.0,10.0,13.0,,1.0,1.0,,,,13.0,,53.0,42.0
dominic-jacobs,Dominic Jacobs,P,,,1.0,,,,,,,,1.0,1.0,9.0,
emmet-shipway,Emmet Shipway,P,,,1.0,,,1.0,,,1.0,,,,2.0,
garrett-martin,Garrett Martin,P,4.0,,32.0,29.0,,1.0,2.0,1.0,,,31.0,2.0,200.0,221.0
isaac-tan,Isaac Tan,P,,,1.0,3.0,,,,,,,3.0,,-9.0,30.0
jack-brown,Jack Brown,P,,,7.0,4.0,1.0,2.0,1.0,1.0,,,6.0,1.0,157.0,81.0
jacob-shoyer,Jacob Shoyer,P,,,18.0,15.0,1.0,2.0,1.0,,,,16.0,,137.0,43.0
jamie-kauffman,Jamie Kauffman,P,1.0,,4.0,3.0,,,1.0,,,,4.0,1.0,82.0,21.0
jay-froude,Jay Froude,P,1.0,,22.0,20.0,,2.0,1.0,,,,20.0,,184.0,34.0
joe-anderson,Joe Anderson,P/WR,,,5.0,5.0,,,,,,,5.0,,8.0,11.0
jonathan-nethercutt,Jonathan Nethercutt,P,6.0,,33.0,42.0,,1.0,3.0,4.0,,,44.0,2.0,65.0,437.0
justin-abel,Justin Abel,P,1.0,,2.0,1.0,,1.0,,,,,1.0,,25.0,10.0
kai-marshall,Kai Marshall,P,1.0,,4.0,4.0,,,1.0,,,,4.0,,47.0,50.0
kamal-raslan,Kamal Raslan,P,,,4.0,6.0,,,1.0,,,,6.0,,-11.0,41.0
kota-sugahara,Kota Sugahara,P,,,6.0,7.0,1.0,,,,,,7.0,,-7.0,40.0
louie-bertoncin,Louie Bertoncin,P,,,,2.0,,,,,,,2.0,,,-1.0
marc-munoz,Marc Munoz,P,4.0,,39.0,43.0,,1.0,3.0,3.0,,,46.0,3.0,377.0,422.0
mathieu-agee,Mathieu Agee,P,1.0,1.0,11.0,5.0,,6.0,,,,,6.0,1.0,298.0,21.0
matt-jackson,Matt Jackson,P,2.0,,31.0,30.0,,,2.0,,,,31.0,1.0,75.0,112.0
nate-wipfler,Nate Wipfler,P,2.0,,5.0,5.0,,,,1.0,,,5.0,,59.0,66.0
nicholas-snuszka,Nicholas Snuszka,P,,1.0,3.0,2.0,,1.0,,,,,2.0,,14.0,
noah-coolman,Noah Coolman,P,,1.0,8.0,7.0,,2.0,1.0,,,,7.0,,86.0,60.0
peter-geertz-larson,Peter Geertz-Larson,P,,,5.0,2.0,,3.0,,,,,2.0,,96.0,44.0
peter-lenz,Peter Lenz,P,,,1.0,,,,,,3.0,,1.0,1.0,2.0,
quinn-finer,Quinn Finer,P,5.0,,53.0,51.0,,2.0,7.0,2.0,,,51.0,,296.0,263.0
rodrigo-gould-rodriguez,Rodrigo Gould Rodriguez,P,1.0,,5.0,4.0,,1.0,,,,,5.0,1.0,118.0,-1.0
saeed-semrin,Saeed Semrin,P,,1.0,6.0,6.0,,,1.0,,13.0,,7.0,1.0,61.0,55.0
sam-goldstein,Sam Goldstein,P,2.0,,38.0,45.0,,,2.0,,,,46.0,1.0,11.0,266.0
theodore-watkins,Theodore Watkins,P,,,9.0,9.0,,,,,14.0,,10.0,1.0,21.0,81.0
thomas-brewster,Thomas Brewster,P,1.0,,21.0,16.0,,4.0,,,,,16.0,,173.0,35.0
todd-wolma,Todd Wolma,P,1.0,1.0,5.0,5.0,,2.0,2.0,,,,5.0,,48.0,59.0
tommy-lin,Tommy Lin,P,,,2.0,1.0,,,,,,,2.0,1.0,6.0,12.0
tony-goss,Tony Goss,P,,,41.0,50.0,,1.0,4.0,1.0,,,54.0,2.0,68.0,407.0
tyler-nguyen,Tyler Nguyen,P,,1.0,3.0,2.0,,,1.0,,,,3.0,1.0,60.0,1.0
zeppelin-raunig,Zeppelin Raunig,P,3.0,,18.0,15.0,1.0,2.0,1.0,1.0,,,16.0,1.0,303.0,110.0
