player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
austin-mckenzie,Austin McKenzie,,1.0,1.0,0.0,9.0,2.0
geir-arne-skogstad,Geir Arne Skogstad,,0.0,1.0,1.0,2.0,9.0
graeme-stewart,Graeme Stewart,,1.0,1.0,0.0,9.0,2.0
hugh-nibloe,Hugh Nibloe,,1.0,1.0,0.0,9.0,2.0
ingrid-djupskaas,Ingrid Djupskaas,,0.0,1.0,1.0,2.0,9.0
jostein-stordahl,Jostein Stordahl,,0.0,1.0,1.0,2.0,9.0
karen-aspey,Karen Aspey,,1.0,1.0,0.0,9.0,2.0
mia-sveberg,Mia Sveberg,,0.0,1.0,1.0,2.0,9.0
ole-fredrik-syversen,Ole Fredrik Syversen,,0.0,1.0,1.0,2.0,9.0
stewart-pimblett,Stewart Pimblett,,1.0,1.0,0.0,9.0,2.0
