player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
adam-odonnell,Adam O\'Donnell,P,4.0,,54.0,65.0,,1.0,3.0,1.0,,68.0,3.0,-66.0,605.0
alex-donadio,Alex Donadio,P,,1.0,2.0,2.0,,,,,,2.0,,27.0,40.0
benjamin-sadok,Benjamin Sadok,P,3.0,,25.0,32.0,,5.0,1.0,1.0,,32.0,,256.0,404.0
caelan-mcsweeney,Caelan McSweeney,P,1.0,,23.0,24.0,,1.0,3.0,1.0,,24.0,,95.0,264.0
chris-bartoli,Chris Bartoli,P,,,3.0,,,3.0,,,,,,74.0,
cole-davis-brand,Cole Davis-Brand,P,2.0,,37.0,41.0,,2.0,7.0,,,42.0,,168.0,294.0
colin-sunde,Colin Sunde,P,1.0,,14.0,17.0,,,2.0,2.0,,17.0,,32.0,228.0
gabe-colton,Gabe Colton,P,,1.0,4.0,3.0,,1.0,1.0,,14.0,3.0,,41.0,32.0
geoff-bevan,Geoff Bevan,P,,,8.0,6.0,,1.0,,,,6.0,,36.0,38.0
griffin-mckee,Griffin McKee,P,,,22.0,20.0,,1.0,3.0,,,21.0,1.0,227.0,103.0
gustav-haflin,Gustav Haflin,P,2.0,2.0,4.0,4.0,,,,1.0,1.0,4.0,,60.0,63.0
ivan-tran,Ivan Tran,P,,,4.0,4.0,,,1.0,,1.0,4.0,,-12.0,22.0
james-lewis,James Lewis,P,1.0,2.0,33.0,32.0,,2.0,2.0,,,32.0,,422.0,101.0
jamie-millage,Jamie Millage,P,,,,1.0,,,,,,1.0,,,-5.0
jared-morrow,Jared Morrow,P,,,,,,,,,3.0,,,,
justin-cheung,Justin Cheung,P,,,1.0,,,1.0,,,,,,5.0,
keith-mcrae,Keith McRae,P,2.0,1.0,18.0,14.0,,4.0,1.0,2.0,,15.0,1.0,189.0,158.0
kelvin-huang,Kelvin Huang,P,1.0,,4.0,4.0,,,,,,4.0,,30.0,40.0
kevin-jay,Kevin Jay,P,1.0,,3.0,3.0,,,,,,3.0,,14.0,61.0
logan-dufour,Logan Dufour,P,1.0,,5.0,6.0,,,,,1.0,7.0,1.0,55.0,44.0
luc-comire,Luc Comire,P,5.0,1.0,64.0,69.0,,,3.0,2.0,,72.0,3.0,235.0,482.0
luca-harwood,Luca Harwood,P,3.0,,20.0,15.0,,1.0,2.0,3.0,,19.0,3.0,403.0,224.0
mike-mackenzie,Mike Mackenzie,P,,2.0,6.0,4.0,,1.0,3.0,,17.0,4.0,,137.0,26.0
nathanial-dick,Nathanial Dick,P,1.0,,5.0,10.0,,,2.0,,,10.0,,-4.0,58.0
owen-robinson,Owen Robinson,P,,,2.0,2.0,,,,,,2.0,,-8.0,19.0
phillip-joyce,Phillip Joyce,P,,3.0,4.0,3.0,,1.0,,,4.0,5.0,2.0,48.0,29.0
ray-tetreault,Ray Tetreault,P,4.0,1.0,23.0,17.0,1.0,5.0,2.0,1.0,,18.0,1.0,424.0,188.0
rocco-linehan,Rocco Linehan,P,2.0,,8.0,8.0,1.0,,2.0,1.0,3.0,8.0,,106.0,73.0
rui-carvalho,Rui Carvalho,P,,1.0,1.0,2.0,,,,,,2.0,,9.0,-21.0
ryan-poloz,Ryan Poloz,P,2.0,,35.0,32.0,,3.0,5.0,1.0,,34.0,2.0,272.0,167.0
topher-davis,Topher Davis,P,2.0,,16.0,12.0,,4.0,,1.0,,12.0,,233.0,90.0
travis-puckrin,Travis Puckrin,P,,,2.0,2.0,,,,,,2.0,,2.0,9.0
ty-barbieri,Ty Barbieri,P,4.0,,34.0,30.0,,7.0,1.0,2.0,1.0,31.0,1.0,486.0,218.0
