player_id,player_name,positions,assist_tackles,completions,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50plus,fg_att_game,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,int_avg,int_long,int_tds,int_yards,interceptions_lost,interceptions_made,pass_attempts,passing_tds,passing_yards,pr_fc,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,solo_tackles,targets,xp_att_game
adonis-jennings,Adonis Jennings,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,47.0,2.0,,,,,5.0,
alex-barrett,Alex Barrett,DB/DE,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
andrew-stelter,Andrew Stelter,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
anthony-denham,Anthony Denham,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,31.0,3.0,,,,,3.0,
anthony-williams,Anthony Williams,LB/DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
austin-allen,Austin Allen,RB/TE,,1.0,,,,,,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,,3.0,0.0,6.0,,,,,,,,,,,,,,,,,
austin-rehkow,Austin Rehkow,,,,,,,,,,,,,,,,,,,,,,,,,50.2,58.0,1.0,251.0,5.0,0.0,1.0,,,,,,,,,
austin-traylor,Austin Traylor,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,2.0,
ben-johnson,Ben Johnson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,22.0,2.0,,,,,2.0,
bishop-sankey,Bishop Sankey,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,2.0,5.0,0.0,11.0,,3.0,
brian-brown,Brian Brown,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,44.0,4.0,1.0,0.0,4.0,,8.0,
brian-tyms,Brian Tyms,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,3.0,,,,,9.0,
cj-smith,CJ Smith,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
cody-brown,Cody Brown,S/DB/SAF,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
damarius-travis,Damarius Travis,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
damontre-moore,Damontre Moore,DL/DB,1.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
demorney-pierson-el,De\'Morney Pierson-El,WR,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,0.0,130.0,8.0,,,,,9.0,
donny-hageman,Donny Hageman,,,,0.0,0.0,2.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
dontez-ford,Dontez Ford,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,94.0,3.0,,,,,8.0,
eric-pinkins,Eric Pinkins,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
francis-owusu,Francis Owusu,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,2.0,
frank-ginda,Frank Ginda,OLB/LB/DB,2.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,8.0,,
gavin-escobar,Gavin Escobar,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3.0,
gelen-robinson,Gelen Robinson,DL/DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
gionni-paul,Gionni Paul,LB/DB,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,6.0,,
greer-martini,Greer Martini,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
jaquan-gardner,Ja'Quan Gardner,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.0,3.0,9.0,0.0,3.0,,3.0,
joel-bouagnon,Joel Bouagnon,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,2.0,11.0,2.0,36.0,,2.0,
john-lotulelei,John Lotulelei,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
jordan-martin,Jordan Martin,DB,4.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
josh-banderas,Josh Banderas,LB/DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
josh-woodrum,Josh Woodrum,QB,,31.0,,,,,,,,,,,,,,,,3.0,,48.0,1.0,380.0,,,,,,,,,,,,1.0,0.0,11.0,,,
kaelin-clay,Kaelin Clay,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,6.0,,1.0,
kameron-kelly-2,Kameron Kelly,WR,1.0,,,,,,,,,,,,,7.33,22.0,1.0,22.0,,3.0,,,,,,,,,,,,,,,,,,5.0,,
karter-schult,Karter Schult,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,5.0,,
kendall-james,Kendall James,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
kenny-bell,Kenny Bell,WR,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,22.0,3.0,,,,1.0,5.0,
luke-carrezola,Luke Carrezola,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
marcus-baugh,Marcus Baugh,WR/TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,65.0,2.0,,,,,4.0,
matt-asiata,Matt Asiata,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,2.0,,2.0,
meffy-koloamatangi,Meffy Koloamatangi,DB/DE,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
micah-hannemann,Micah Hannemann,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
mike-bercovici,Mike Bercovici,QB,,22.0,,,,,,,,,,,,,,,,1.0,,43.0,1.0,304.0,,,,,,,,,,,,3.0,0.0,-1.0,,,
mike-purcell,Mike Purcell,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
nelson-spruce,Nelson Spruce,WR,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,47.0,4.0,,,,1.0,8.0,
nick-truesdell,Nick Truesdell,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,71.0,6.0,,,,,6.0,
ron-brooks,Ron Brooks,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,1.0,,,,,,,,,,,,,,1.0,,
ryan-cummings,Ryan Cummings,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
ryan-mueller,Ryan Mueller,LB/DB/DE,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
sam-irwin-hill,Sam Irwin-Hill,,,,,,,,,,,,,,,,,,,,,,,,,46.0,51.0,1.0,230.0,5.0,0.0,0.0,,,,,,,,,
sealver-siliga,Sealver Siliga,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
shakir-soto,Shakir Soto,DL/DB/DT,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
steve-williams,Steve Williams,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
taniela-tupou,Taniela Tupou,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
tanner-balderree,Tanner Balderree,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.0,1.0,,,,,1.0,
taylor-bertolet,Taylor Bertolet,K,,,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
tenny-palepoi,Tenny Palepoi,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
terrell-newby,Terrell Newby,WR,,,,,,,,,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,33.0,4.0,6.0,0.0,2.0,,5.0,
terrell-watson,Terrell Watson,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,2.0,5.0,0.0,14.0,,2.0,
travis-feeney,Travis Feeney,OLB/DL/LB/DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
