player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
bmsm-kumari,BMSM Kumari,,,,,,,,12.0,0.0,0.0,15.0,0.0,2.0,1.0
m-madara,M Madara,,,,,,,,14.0,0.0,0.0,3.0,0.0,0.0,1.0
muneeba-ali,Muneeba Ali,,17.0,0.0,1.0,1.0,7.0,0.0,,,,,,,1.0
umaima-sohail,Umaima Sohail,,9.0,1.0,1.0,2.0,9.0,0.0,,,,,,,1.0
