player_id,player_name,positions,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
andrew-sjogren,Andrew Sjogren,P,2.0,1.0,,15.0,13.0,,2.0,,,,13.0,,128.0,70.0
axel-agami,Axel Agami,P,2.0,1.0,,16.0,18.0,,,,,,19.0,1.0,-6.0,110.0
ben-close,Ben Close,P,,,,3.0,3.0,,,,,,3.0,,43.0,16.0
ben-landry,Ben Landry,P,1.0,,,40.0,37.0,,2.0,1.0,,,40.0,3.0,182.0,177.0
carter-rae,Carter Rae,P,1.0,2.0,1.0,10.0,12.0,,1.0,,1.0,1.0,12.0,,-49.0,108.0
charlie-furse,Charlie Furse,P,,,,3.0,3.0,,,,,1.0,3.0,,29.0,-2.0
christian-johnson,Christian Johnson,P,1.0,,,8.0,6.0,,,1.0,,,8.0,2.0,64.0,49.0
conner-henderson,Conner Henderson,P,,,,6.0,6.0,,1.0,,,,6.0,,66.0,-16.0
dex-dremann,Dex Dremann,P,,,,5.0,5.0,,,1.0,1.0,9.0,5.0,,-12.0,97.0
fletcher-hare,Fletcher Hare,P,1.0,1.0,,5.0,4.0,,1.0,,,1.0,4.0,,58.0,36.0
jace-bruner,Jace Bruner,P,,,,2.0,2.0,,,,,,2.0,,16.0,6.0
jack-shanahan,Jack Shanahan,P,3.0,2.0,,24.0,22.0,,,3.0,1.0,1.0,25.0,3.0,182.0,191.0
jacob-fella,Jacob Fella,P,,,,8.0,5.0,,1.0,1.0,,,7.0,1.0,102.0,-22.0
jake-steslicki,Jake Steslicki,P,,1.0,,23.0,21.0,,3.0,3.0,,,21.0,,94.0,7.0
jeremy-branson,Jeremy Branson,P,1.0,,,10.0,10.0,,,,,,12.0,2.0,-8.0,75.0
jeremy-keusch,Jeremy Keusch,P,,1.0,,15.0,12.0,1.0,2.0,1.0,,,13.0,1.0,158.0,84.0
jesse-johnson,Jesse Johnson,P,,,,12.0,12.0,,2.0,1.0,,,12.0,,116.0,42.0
john-jones,John Jones,P,,,,,,,,,,,1.0,1.0,,
keegan-north,Keegan North,P,4.0,,,31.0,27.0,2.0,1.0,4.0,,,30.0,3.0,155.0,179.0
levi-jacobs,Levi Jacobs,P,,,,19.0,17.0,,1.0,3.0,,,18.0,,221.0,109.0
lucas-coniaris,Lucas Coniaris,P,,,,9.0,7.0,,,,,,9.0,2.0,86.0,46.0
luke-brennan,Luke Brennan,P,1.0,,,6.0,6.0,1.0,,,1.0,5.0,7.0,1.0,33.0,85.0
milan-rivas,Milan Rivas,P,1.0,,,14.0,17.0,,,1.0,,1.0,17.0,,82.0,38.0
nate-goff,Nate Goff,P,1.0,1.0,,17.0,14.0,1.0,3.0,,,1.0,15.0,,197.0,47.0
nick-hutton,Nick Hutton,P,3.0,2.0,,8.0,14.0,1.0,,1.0,,2.0,16.0,2.0,-21.0,171.0
nick-longo,Nick Longo,P,,,,2.0,1.0,,1.0,,,,1.0,,26.0,4.0
nick-pappas,Nick Pappas,P,,1.0,,3.0,1.0,,1.0,,,,2.0,1.0,30.0,-5.0
nico-lake,Nico Lake,P,,,,19.0,24.0,1.0,,1.0,,,27.0,3.0,45.0,123.0
paul-arters,Paul Arters,P,2.0,1.0,,29.0,33.0,,1.0,2.0,1.0,,39.0,5.0,50.0,227.0
rick-gross,Rick Gross,P,2.0,,,21.0,20.0,,,1.0,1.0,,21.0,1.0,249.0,97.0
ross-barker,Ross Barker,P,2.0,,,17.0,13.0,1.0,3.0,1.0,,,14.0,1.0,190.0,99.0
sam-good,Sam Good,P,,1.0,,2.0,4.0,,,,,,4.0,,20.0,7.0
seth-gudeman,Seth Gudeman,P,,2.0,,3.0,2.0,,1.0,,,,2.0,,35.0,-3.0
tavis-leighton,Tavis Leighton,P,,,,13.0,15.0,,,2.0,,,15.0,,56.0,83.0
travis-carpenter,Travis Carpenter,P,5.0,,,37.0,42.0,,1.0,1.0,1.0,,42.0,,66.0,214.0
will-wettengel,Will Wettengel,P,,2.0,,3.0,3.0,,1.0,,,,3.0,,16.0,12.0
wyatt-mekler,Wyatt Mekler,P,1.0,1.0,,21.0,23.0,,,,,,25.0,1.0,30.0,81.0
xavier-payne,Xavier Payne,P,,,,30.0,37.0,,5.0,2.0,1.0,,40.0,1.0,150.0,258.0
