player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
brittney-sykes,Brittney Sykes,W,3.0,,4.0,0.6,5.0,3.0,0.421,19.0,8.0,4.0,0.786,14.0,11.0,33.45,1.0,2.0,30.0,5.0,1.0,1.0
carla-leite,Carla Leite,,3.0,,,0.167,6.0,1.0,0.286,7.0,2.0,4.0,0.833,6.0,5.0,20.65,2.0,17.0,10.0,2.0,,
emily-engstler,Emily Engstler,,1.0,1.0,2.0,,1.0,,0.5,2.0,1.0,1.0,0.5,2.0,1.0,6.0,,3.0,3.0,2.0,1.0,1.0
jade-melbourne,Jade Melbourne,,7.0,,7.0,0.5,2.0,1.0,0.6,5.0,3.0,3.0,1.0,1.0,1.0,28.85,,1.0,8.0,7.0,1.0,5.0
janelle-salaa14n,Janelle SalaÃ¼n,,,,4.0,0.25,4.0,1.0,0.364,11.0,4.0,2.0,1.0,1.0,1.0,28.416666666666668,,,10.0,4.0,1.0,3.0
julie-vanloo,Julie Vanloo,,2.0,,2.0,,4.0,,,4.0,,,,,,13.166666666666666,,-9.0,,2.0,,1.0
kate-martin,Kate Martin,W,,1.0,3.0,,2.0,,,2.0,,2.0,,,,9.366666666666667,,-15.0,,3.0,,
kayla-thornton,Kayla Thornton,,1.0,1.0,5.0,0.25,8.0,2.0,0.357,14.0,5.0,4.0,1.0,6.0,6.0,26.866666666666667,,19.0,18.0,5.0,2.0,1.0
kiki-iriafen,Kiki Iriafen,F,,,9.0,,,,0.455,11.0,5.0,2.0,,,,30.966666666666665,3.0,-11.0,10.0,12.0,,
lucy-olsen,Lucy Olsen,,,1.0,,0.333,3.0,1.0,0.25,4.0,1.0,,0.5,2.0,1.0,9.9,,6.0,4.0,,,
monique-billings,Monique Billings,F,1.0,,1.0,,3.0,,0.429,7.0,3.0,2.0,0.333,3.0,1.0,23.55,2.0,-6.0,7.0,3.0,1.0,
shakira-austin,Shakira Austin,F,,,3.0,,,,1.0,1.0,1.0,1.0,,1.0,,10.1,1.0,11.0,2.0,4.0,1.0,5.0
sika-kona,Sika KonÃ©,,2.0,,,,1.0,,0.2,5.0,1.0,2.0,1.0,1.0,1.0,13.75,,-1.0,3.0,,,2.0
sonia-citron,Sonia Citron,W,1.0,1.0,8.0,0.333,6.0,2.0,0.273,11.0,3.0,2.0,1.0,2.0,2.0,34.766666666666666,,-9.0,10.0,8.0,1.0,1.0
stefanie-dolson,Stefanie Dolson,,3.0,,3.0,,1.0,,0.333,6.0,2.0,4.0,,,,19.183333333333334,2.0,-6.0,4.0,5.0,1.0,2.0
stephanie-talbot,Stephanie Talbot,,,,,,2.0,,,2.0,,,0.5,2.0,1.0,8.3,1.0,-6.0,1.0,1.0,,1.0
sug-sutton,Sug Sutton,G,2.0,,,,1.0,,,2.0,,2.0,,,,13.033333333333333,,-6.0,,,,
temi-fagbenle-2,Temi Fagbenle,,2.0,,5.0,,2.0,,0.3,10.0,3.0,5.0,,,,27.033333333333335,2.0,6.0,6.0,7.0,4.0,2.0
tiffany-hayes,Tiffany Hayes,G,1.0,,1.0,,2.0,,,4.0,,1.0,1.0,2.0,2.0,13.4,,4.0,2.0,1.0,,
veronica-burton,Veronica Burton,G,5.0,,5.0,0.75,4.0,3.0,0.545,11.0,6.0,2.0,0.875,8.0,7.0,29.25,4.0,,22.0,9.0,2.0,3.0
