player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
ben-levinsky,Ben Levinsky,P,,,,,,,,,,,,1.0,,
bryce-lozinski,Bryce Lozinski,P,,,,,,,4.0,,,,,,,
casey-wu,Casey Wu,P,,,,,,,,,,,,3.0,,
collin-gall,Collin Gall,P,,,6.0,,,,1.0,1.0,,,,1.0,11.0,
duncan-fitzgerald,Duncan Fitzgerald,P,1.0,1.0,19.0,29.0,,1.0,3.0,,,,31.0,2.0,42.0,285.0
elliot-warner,Elliot Warner,P,,,,,,1.0,,,,,,,,
elliott-moore,Elliott Moore,P,2.0,1.0,10.0,11.0,,,,,,,13.0,2.0,16.0,124.0
eric-brodbeck,Eric Brodbeck,P,1.0,,16.0,15.0,,2.0,1.0,,1.0,,15.0,,152.0,25.0
eric-carter,Eric Carter,P,,,12.0,13.0,,1.0,1.0,,,,13.0,,26.0,28.0
evan-swiatek,Evan Swiatek,P,3.0,1.0,19.0,12.0,,5.0,1.0,1.0,,,14.0,1.0,372.0,82.0
garrett-hable,Garrett Hable,P,1.0,,,,,,,,,,,,,
jackson-potts,Jackson Potts,P,2.0,,6.0,6.0,,,,1.0,6.0,,6.0,,58.0,77.0
jacob-sames,Jacob Sames,P,,,10.0,10.0,,1.0,,,,,10.0,,-12.0,59.0
jake-radack,Jake Radack,P,3.0,,35.0,36.0,1.0,,4.0,2.0,,,38.0,2.0,34.0,393.0
jimmy-mcguinness,Jimmy McGuinness,P,,,,,,,1.0,,,,,,,
joey-wylie,Joey Wylie,P,,,14.0,13.0,,1.0,2.0,,,,13.0,,91.0,110.0
jordan-queckboerner,Jordan Queckboerner,P,2.0,1.0,,,,,,,,,,,,
joshua-zdrodowski,Joshua Zdrodowski,P,,1.0,5.0,4.0,,1.0,,,1.0,,5.0,1.0,55.0,18.0
kyle-henke,Kyle Henke,P,1.0,1.0,25.0,20.0,1.0,4.0,,1.0,,,22.0,1.0,246.0,70.0
mark-evans,Mark Evans,P,4.0,,16.0,18.0,,1.0,2.0,2.0,,,19.0,,168.0,171.0
mark-henke,Mark Henke,P,,1.0,5.0,4.0,,1.0,,,,,5.0,1.0,66.0,44.0
matthew-armour,Matthew Armour,P,1.0,1.0,9.0,12.0,,,2.0,,,,13.0,1.0,53.0,39.0
max-gibson,Max Gibson,P,,,,,,,,,,,,3.0,,
mick-walter,Mick Walter,P,,1.0,3.0,4.0,,,1.0,,,,4.0,,80.0,11.0
nick-loughran,Nick Loughran,P,1.0,1.0,7.0,8.0,,,1.0,,,,8.0,,18.0,94.0
noah-chambers,Noah Chambers,P,1.0,,8.0,8.0,1.0,,,,,,8.0,,93.0,30.0
oliver-fay,Oliver Fay,P,1.0,,9.0,6.0,,1.0,,,11.0,,7.0,1.0,91.0,16.0
paul-lally,Paul Lally,P,4.0,,,,,,,1.0,,1.0,,,,
reese-bowman,Reese Bowman,P,,,8.0,6.0,,2.0,,,3.0,,6.0,,40.0,1.0
shane-worthington,Shane Worthington,P,,,3.0,4.0,,,,,,,4.0,,34.0,45.0
stefan-samu,Stefan Samu,P,,,,,,,,,1.0,,,,,
steven-milardovich,Steven Milardovich,P,,,,,,1.0,,,,,,,,
