player_id,player_name,positions,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
alonzo-gee,Alonzo Gee,P,6.0,1.0,0.0,0.0,0.0,3.0,1.0
chris-johnson,Chris Johnson,P,5.0,2.0,0.0,1.0,1.0,10.0,0.0
darnell-jackson,Darnell Jackson,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jannero-pargo,Jannero Pargo,P,4.0,2.0,0.0,0.0,0.0,5.0,0.0
jeremy-pargo,Jeremy Pargo,P,2.0,0.0,0.0,2.0,0.0,6.0,0.0
jermaine-taylor,Jermaine Taylor,P,4.0,3.0,0.0,3.0,0.0,3.0,0.0
joe-johnson,Joe Johnson,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mike-taylor,Mike Taylor,P,8.0,3.0,0.0,3.0,1.0,5.0,1.0
ricky-davis,Ricky Davis,P,2.0,1.0,0.0,0.0,0.0,2.0,1.0
ryan-hollins,Ryan Hollins,P,3.0,0.0,0.0,0.0,0.0,5.0,0.0
