player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
axel-perez,Axel Perez,K,,,,2.0,45.0,1.0,,,,,,7.0,48.3,0.0,0.0,338.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0
caleb-shudak,Caleb  Shudak,K,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
calvin-lowe,Calvin Lowe,WR,,,,,,,,,,0.0,,,,,,,,,,,,9.0,4.0,,22.0,2.0,61.0,,,,,,1.0,8.0,5.0,1.0,5.0,,,,,,,,
christian-stokley,Christian Stokley,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,0.0,8.0,1.0,6.8,18.0,4.0,2.0,27.0,,,,,,,,
colby-thomas,Colby Thomas,G/OL,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,6.0,9.0,1.5,0.0,,
dnerius-antoine,D'Nerius Antoine,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,
daniel-byse,DANIEL BYSE,RB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,17.0,0.0,17.0,1.0,,,,,,,,1.0,1.0,,,,
deanthony-hall-steele,Deanthony  Hall-Steele,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,23.0,0.0,51.0,7.0,3.6,14.0,9.0,1.0,32.0,,,,,,,,
draylen-ellis,Draylen Ellis,QB,,,,,,,,,,,1.0,,,,,,,4.0,4.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
eric-thomas-jr,Eric Thomas Jr.,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,
idrissa-nikiema,Idrissa Nikiema,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,1.0,14.0,1.0,,,,,,,,,,,,,
jahoiyakim-afoa,Jahoiyakim Afoa,K,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,
jayshawn-washington,Jayshawn Washington,DL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,
jazeric-peterson,Jazeric Peterson,,,,,,,,,,,,2.0,,,,,,,13.0,17.0,0.0,26.0,,,,,,,2.0,6.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
jordus-smith,Jordus Smith,WR,0.0,2.0,0.0,,,,19.0,25.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,2.0,0.0,,
kerry-starks,Kerry Starks,LB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
korrell-koehlmoos,Korrell Koehlmoos,WR,,,,,,,,,,,3.0,,,,,,,15.7,25.0,0.0,47.0,,,,,,,4.5,5.0,1.0,9.0,2.0,2.0,4.0,3.0,0.0,6.0,,,,,,,,
lorenzo-brown,Lorenzo Brown,QB,0.0,,,,,,,,,2.0,,,,,,,,,,,,29.0,18.0,,23.0,3.0,131.0,,,,,,2.3,10.0,15.0,1.0,34.0,,,2.0,2.0,,,,
matt-elam,Matt Elam,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
nolan-krinsky,Nolan Krinsky,,0.0,,,,,,,,,,,2.0,49.1,0.0,1.0,344.0,7.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,4.0,2.0
