player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
alberto-pimpini,Alberto Pimpini,,1.0,1.0,0.0,9.0,5.0
amos-mosaner,Amos Mosaner,,1.0,1.0,0.0,9.0,5.0
benoît-schwarz,Benoît Schwarz,,0.0,1.0,1.0,5.0,9.0
joel-retornaz,Joel Retornaz,,1.0,1.0,0.0,9.0,5.0
kim-schwaller,Kim Schwaller,,0.0,1.0,1.0,5.0,9.0
mattia-giovanella,Mattia Giovanella,,1.0,1.0,0.0,9.0,5.0
pablo-lachat,Pablo Lachat,,0.0,1.0,1.0,5.0,9.0
sebastiano-arman,Sebastiano Arman,,1.0,1.0,0.0,9.0,5.0
sven-michel,Sven Michel,,0.0,1.0,1.0,5.0,9.0
yannick-schwaller,Yannick Schwaller,,0.0,1.0,1.0,5.0,9.0
