player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
ac-leonard,A.C. Leonard,DB/DL,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abdul-kanneh,Abdul Kanneh,DB,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
albert-awachie,Albert Awachie,RB/FB,,,,,,,,,,,,,,,,8.0,1.0,1.0,,2.0,8.0,,,,,,,,,,,,,,,,,,,
alden-darby,Alden Darby,DB/LB,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
armanti-edwards,Armanti Edwards,WR,,,,,,,,1.0,,,,,,,,7.0,2.0,3.0,,3.0,13.0,,,,,,,,,,,,,,,,,,,
brett-lauther,Brett LAUTHER,K,,,,,,,,,,,,,,,,,,,,,,66.0,6.0,6.0,77.0,340.0,,,,,,11.0,,,2.0,2.0,40.0,11.0,5.0,5.0
bryan-bennett,Bryan Bennett,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,12.0,,6.0,1.0,1.0,,,,,,
cameron-judge,Cameron Judge,LB,1.0,1.0,1.0,2.0,2.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chad-geter,Chad Geter,DB/DE,,,1.0,3.0,3.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charbel-dabire,Charbel Dabire,DB/DL,,,1.0,1.0,1.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charleston-hughes,Charleston Hughes,DB/DL,,,2.0,3.0,3.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chris-rainey,Chris Rainey,RB,,,,,,,,,,,,,,,,24.0,5.0,5.0,,43.0,52.0,27.0,5.0,,,61.0,6.0,15.0,,50.0,,,,,,,,,,
cody-fajardo,Cody FAJARDO,QB,,,,,,,,27.0,23.0,,,3.0,1.0,3.0,278.0,,,,,,,,,,,,11.0,21.0,1.0,80.0,,6.0,1.0,1.0,,,,,,
cory-watson,Cory Watson,WR,,,,,,,,,,,,,,,,9.0,4.0,4.0,,4.0,29.0,,,,,,,,,,,,,,,,,,,
davon-coleman,Davon Coleman,DT/DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
declan-cross,Declan Cross,RB/FB,,,,1.0,1.0,,,,,,,,,,,8.0,1.0,2.0,,5.0,8.0,,,,,,,,,,,,,,,,,,,
