player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
aaron-dilworth,Aaron Dilworth,WR,,,,,,,,,,,,,,,,,7.0,44.7,0.0,3.0,313.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0
alexander-coleman,Alexander Coleman,WR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,
andre-thomas-cobb,Andre Thomas-Cobb,WR,3.0,2.0,0.0,,,,,,,,,8.0,16.0,16.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,6.0,,,,
antonio-hill,Antonio Hill,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,5.0,6.0,,,,
bemnet-morgan,Bemnet Morgan,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
brandon-scott,Brandon Scott,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,1.0,0.0,,
brandon-sheperd,Brandon Sheperd,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
caleb-shudak,Caleb  Shudak,K,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,,,,
cam-hale-ii,Cam Hale II,RB,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,14.5,17.0,1.0,29.0,2.0,-2.5,1.0,2.0,1.0,-5.0,,,,,,
dnerius-antoine,D'Nerius Antoine,WR,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,7.0,0.5,0.0,,
devond-blair-jr,Devond Blair Jr.,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
eric-thomas-jr,Eric Thomas Jr.,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,
jai-jones,Jai Jones,LB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
jamon-langford,Jamon Langford,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
jayshawn-washington,Jayshawn Washington,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
jayvon-johnson,Jayvon Johnson,LB,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,0.0,,0.0,0.0,0.0,13.8,28.0,1.0,69.0,5.0,0.4,4.0,5.0,0.0,2.0,1.0,1.0,1.0,0.0,,
jazzir-merricks,Jazzir Merricks,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,3.0,0.0,,
jeff-mack-ii,Jeff Mack II,RB,1.0,,,,,,,,,,,,,,,1.0,,,,,,,7.0,7.0,0.0,7.0,,,,,,,11.0,26.0,0.0,33.0,3.0,2.4,11.0,7.0,0.0,17.0,1.0,2.0,,,,
kaleb-macaway,Kaleb Macaway,WR,,,,,,,,,,,,,,,,4.0,,,,,,,21.8,50.0,1.0,87.0,,,,,,,,,,,,,,,,,,,,,,
kavon-samuels,Kavon Samuels,RB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
korrell-koehlmoos,Korrell Koehlmoos,WR,,,,,,,,,,,,,,,,2.0,,,,,,,12.5,14.0,0.0,25.0,,,,,,,16.7,34.0,2.0,100.0,6.0,,,,,,,,,,,
kye-black,Kye Black,LB,,,,2.0,0.0,0.0,,,,,,,,,,,4.0,50.0,0.0,4.0,400.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0
kyler-henson,Kyler Henson,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,14.0,1.0,50.0,5.0,,,,,,1.0,1.0,,,,
lorenzo-brown,Lorenzo Brown,QB,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,26.0,13.0,,34.0,3.0,175.0,,,,,,4.9,22.0,12.0,2.0,59.0,0.0,1.0,0.5,0.0,,
patrick-mcsweeney,Patrick Mcsweeney,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,
rashad-flanders,Rashad Flanders,DB,0.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,14.7,24.0,1.0,88.0,6.0,,,,,,0.0,0.0,,,,
rashad-ridley,Rashad Ridley,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,
sam-moala,Sam Moala,LB,0.0,1.0,0.0,,,,,,,,,9.0,9.0,9.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,8.0,8.0,2.0,0.0,,
shaun-mcgee,Shaun Mcgee,DL,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,25.0,18.0,,28.0,4.0,236.0,,,,,,4.2,21.0,9.0,1.0,38.0,,,,,,
steven-fluker,Steven Fluker,OL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,1.0,0.0,,
tirri-jones,Tirri Jones,QB,2.0,1.0,1.0,,,,,,,,,28.0,28.0,28.0,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,1.0,3.0,,,,
trey-dudley-giles,Trey Dudley-Giles,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,,,,,,
troy-evans-jr,Troy Evans Jr.,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,16.0,1.0,26.0,3.0,0.0,0.0,1.0,0.0,0.0,,,,,,
