player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
bj-dwarshuis,BJ Dwarshuis,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0
da-warner,DA Warner,,14.0,3.0,1.0,2.0,22.0,1.0,,,,,,,1.0
h-kerr,H Kerr,,,,,,,,6.0,0.0,0.0,12.0,0.0,0.0,1.0
hd-weibgen,HD Weibgen,,3.0,0.0,1.0,3.0,1.0,0.0,,,,,,,1.0
j-edwards,J Edwards,,,,,,,,12.0,1.0,0.0,5.0,1.0,1.0,1.0
s-konstas,S Konstas,,14.0,2.0,0.0,1.0,9.0,0.0,,,,,,,1.0
sa-abbott,SA Abbott,,,,,,,,6.0,0.0,0.0,12.0,0.0,0.0,1.0
t-murphy,T Murphy,,,,,,,,6.0,0.0,0.0,4.0,0.0,0.0,1.0
