player_id,player_name,positions,interceptions,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
arthur-anderson-iv,ARTHUR ANDERSON IV,WR,,,,2.0,127.0,9.0,,
darius-prince,DARIUS PRINCE,WR,,,,1.0,47.0,7.0,,
jamaar-moore,Jamaar Moore,WR,,,,0.0,21.0,2.0,,
javin-kilgo,Javin Kilgo,QB,1.0,0.0,43.0,,,,0.0,-1.0
malik-henry,Malik Henry,WR/QB,4.0,4.0,234.0,,,,0.0,2.0
malik-honeycutt,Malik Honeycutt,WR,,,,3.0,159.0,8.0,,
rakeen-cato,Rakeen Cato,QB,1.0,5.0,292.0,,,,,
tracy-brooks,Tracy Brooks,RB,,,,1.0,73.0,4.0,1.0,13.0
