player_id,player_name,positions,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
abraham-millsap,ABRAHAM MILLSAP,P,1.0,1.0,0.0,1.0,0.0,0.0,0.0
al-jefferson,AL JEFFERSON,P,3.0,0.0,0.0,0.0,1.0,3.0,1.0
brandon-moss,BRANDON MOSS,P,5.0,1.0,0.0,1.0,1.0,8.0,0.0
dusan-bulut,Dusan Bulut,P,2.0,1.0,0.0,2.0,0.0,6.0,0.0
greg-monroe,GREG MONROE,P,6.0,0.0,0.0,1.0,1.0,9.0,1.0
jeff-teague,JEFF TEAGUE,P,3.0,1.0,0.0,4.0,0.0,2.0,1.0
john-millsap,JOHN MILLSAP,P,4.0,1.0,0.0,3.0,0.0,8.0,1.0
marquis-teague,MARQUIS TEAGUE,P,3.0,0.0,0.0,2.0,0.0,2.0,0.0
paul-millsap,PAUL MILLSAP,P,8.0,1.0,0.0,3.0,3.0,5.0,0.0
shakur-juiston,SHAKUR JUISTON,P,4.0,0.0,0.0,1.0,1.0,3.0,0.0
