player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
austin-mack,Austin Mack,WR,,,,,,,,,1.0,141.0,8.0,,,
bc-dst,BC DST,DST,,,,3.0,,,,24.0,,,,,,1.0
bc-k,BC K,K,3.0,89.0,,,1.0,,,,,,,,,
bc-qb,BC QB,QB,,,2.0,,,1.0,320.0,,,,,0.0,0.0,
brendan-oleary-orange,Brendan O\'LEARY-ORANGE,WR,,,,,,,,,0.0,37.0,3.0,,,
cody-fajardo,Cody FAJARDO,QB,,,3.0,,,3.0,395.0,,,,,0.0,3.0,
cole-snyder,Cole SNYDER,QB,,,,,,,,,,,,0.0,2.0,
edm-dst,EDM DST,DST,,,,2.0,,,,36.0,,,,,,1.0
edm-k,EDM K,K,1.0,45.0,,,,,,,,,,,,
edm-qb,EDM QB,QB,,,3.0,,,3.0,395.0,,,,,0.0,5.0,
james-butler,James BUTLER,RB,,,,,,,,,0.0,27.0,3.0,2.0,135.0,
javon-leake,Javon LEAKE,RB,,,,,,,,,0.0,16.0,1.0,,,
joshua-cephus,Joshua Cephus,WR,,,,,,,,,0.0,8.0,1.0,,,
justin-mcinnis,Justin MCINNIS,WR,,,,,,,,,0.0,32.0,4.0,,,
justin-rankin,Justin Rankin,RB,,,,,,,,,0.0,100.0,10.0,0.0,19.0,
kaion-julien-grant,Kaion JULIEN-GRANT,WR,,,,,,,,,2.0,32.0,4.0,,,
keon-hatcher,Keon HATCHER,WR,,,,,,,,,0.0,94.0,5.0,,,
nathan-rourke,Nathan ROURKE,QB,,,2.0,,,1.0,320.0,,,,,,,
nick-cenacle,Nick CENACLE,WR,,,,,,,,,0.0,32.0,2.0,,,
riley-pickett-3,Riley PICKETT,FB,,,,,,,,,0.0,38.0,1.0,,,
sean-whyte,Sean WHYTE,K,3.0,89.0,,,1.0,,,,,,,,,
skyler-griffith,Skyler GRIFFITH,FB,,,,,,,,,0.0,18.0,2.0,,,
tj-luther,T.J. Luther,WR,,,,,,,,,,43.0,5.0,,,
vincent-blanchard,Vincent Blanchard,K,1.0,45.0,,,,,,,,,,,,
zander-horvath,Zander HORVATH,RB,,,,,,,,,1.0,18.0,3.0,1.0,27.0,
