player_id,player_name,positions,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
brady-oliveira,Brady OLIVEIRA,RB,,,,,,,,0.0,16.0,1.0,0.0,60.0,
cgy-dst,CGY DST,DST,,,2.0,,,,31.0,,,,,,1.0
cgy-qb,CGY QB,QB,,0.0,,,0.0,0.0,,,,,,,
drew-wolitarsky,Drew WOLITARSKY,WR,,,,,,,,0.0,23.0,2.0,,,
jake-maier,Jake Maier,QB,,0.0,,,3.0,294.0,,,,,,,
johnny-augustine,Johnny AUGUSTINE,RB,,,,,,,,,,,0.0,38.0,
ka39deem-carey,Ka&#39;Deem Carey,RB,,,,,,,,0.0,14.0,2.0,0.0,62.0,
kamar-jorden,Kamar Jorden,WR,,,,,,,,0.0,8.0,1.0,,,
malik-henry,Malik Henry,WR,,,,,,,,3.0,122.0,7.0,,,
marc-liegghio,Marc LIEGGHIO,K,32.0,,,0.0,,,,,,,,,
nic-demski,Nic DEMSKI,WR,,,,,,,,1.0,73.0,5.0,0.0,36.0,
reggie-begelton,Reggie BEGELTON,WR,,,,,,,,0.0,68.0,6.0,,,
rene-paredes,René PAREDES,K,78.0,,,0.0,,,,,,,,,
shawn-bane-jr,Shawn Bane Jr.,WR,,,,,,,,0.0,15.0,2.0,,,
tyson-middlemost,Tyson MIDDLEMOST,WR,,,,,,,,0.0,5.0,1.0,,,
wpg-dst,WPG DST,DST,,,0.0,,,,29.0,,,,,,1.0
wpg-qb,WPG QB,QB,,0.0,,,0.0,0.0,,,,,,,
william-langlais,William LANGLAIS,RB,,,,,,,,0.0,10.0,1.0,,,
zach-collaros,Zach COLLAROS,QB,,2.0,,,2.0,294.0,,,,,,,
