player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
a-nortje,A Nortje,,,,,,,,18.0,0.0,0.0,23.0,1.0,0.0,,,1.0
a-raghuvanshi,A Raghuvanshi,,28.0,5.0,0.0,3.0,37.0,1.0,,,,,,,,,1.0
ad-russell,AD Russell,,11.0,1.0,0.0,7.0,17.0,2.0,,,,,,,,,1.0
am-rahane,AM Rahane,,17.0,1.0,0.0,4.0,17.0,1.0,,,,,,,,,1.0
arshdeep-singh,Arshdeep Singh,,1.0,0.0,1.0,11.0,1.0,0.0,18.0,1.0,0.0,11.0,1.0,0.0,,,1.0
cv-varun,CV Varun,,,,,,,,24.0,0.0,0.0,21.0,2.0,0.0,,,1.0
gj-maxwell,GJ Maxwell,,10.0,1.0,0.0,6.0,7.0,0.0,12.0,0.0,0.0,5.0,1.0,0.0,,,1.0
harshit-rana,Harshit Rana,,6.0,0.0,0.0,9.0,3.0,0.0,18.0,0.0,0.0,25.0,3.0,2.0,,,1.0
jp-inglis,JP Inglis,,6.0,0.0,0.0,4.0,2.0,0.0,,,,,,,1.0,1.0,1.0
m-jansen,M Jansen,,2.0,0.0,0.0,9.0,1.0,0.0,19.0,1.0,0.0,17.0,3.0,0.0,,,1.0
n-wadhera,N Wadhera,,9.0,2.0,0.0,5.0,10.0,0.0,,,,,,,,,1.0
p-simran-singh,P Simran Singh,,15.0,2.0,0.0,2.0,30.0,3.0,,,,,,,,,1.0
priyansh-arya,Priyansh Arya,,12.0,3.0,0.0,1.0,22.0,1.0,,,,,,,,,1.0
q-de-kock,Q de Kock,,4.0,0.0,0.0,1.0,2.0,0.0,,,,,,,1.0,,1.0
rk-singh,RK Singh,,9.0,0.0,0.0,6.0,2.0,0.0,,,,,,,,,1.0
ramandeep-singh,Ramandeep Singh,,1.0,0.0,0.0,8.0,0.0,0.0,,,,,,,3.0,,1.0
sp-narine,SP Narine,,4.0,1.0,0.0,2.0,5.0,0.0,18.0,0.0,0.0,14.0,2.0,1.0,,,1.0
ss-iyer,SS Iyer,,2.0,0.0,0.0,3.0,0.0,0.0,,,,,,,1.0,,1.0
shashank-singh,Shashank Singh,,17.0,1.0,0.0,8.0,18.0,1.0,,,,,,,,,1.0
suryansh-shedge,Suryansh Shedge,,4.0,0.0,0.0,7.0,4.0,0.0,,,,,,,1.0,,1.0
vg-arora,VG Arora,,7.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,26.0,1.0,0.0,,1.0,1.0
vr-iyer,VR Iyer,,4.0,0.0,0.0,5.0,7.0,0.0,,,,,,,1.0,1.0,1.0
xc-bartlett,XC Bartlett,,15.0,1.0,0.0,10.0,11.0,0.0,18.0,0.0,0.0,30.0,1.0,0.0,1.0,,1.0
ys-chahal,YS Chahal,,,,,,,,24.0,0.0,0.0,28.0,4.0,1.0,,,1.0
