player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
ben-close,Ben Close,P,,,1.0,2.0,,,,,5.0,2.0,,20.0,35.0
ben-landry,Ben Landry,P,1.0,1.0,4.0,5.0,,,,1.0,,5.0,,-11.0,83.0
bryan-walsh,Bryan Walsh,P,2.0,,41.0,50.0,,,,1.0,,52.0,2.0,34.0,154.0
cameron-brock,Cameron Brock,P,1.0,,33.0,29.0,,2.0,2.0,,,31.0,1.0,366.0,133.0
carson-chamberlain,Carson Chamberlain,P,,,13.0,10.0,,3.0,1.0,,,10.0,,152.0,33.0
chris-ellis,Chris Ellis,P,1.0,,7.0,8.0,,,,1.0,,8.0,,-38.0,102.0
colin-beauregard,Colin Beauregard,P,,,2.0,1.0,,,,,,1.0,,17.0,-14.0
colin-ringwood,Colin Ringwood,P,1.0,,2.0,1.0,,1.0,,,,1.0,,11.0,7.0
conner-henderson,Conner Henderson,P,1.0,,5.0,3.0,,2.0,,,,3.0,,30.0,27.0
dylan-hall,Dylan Hall,P,1.0,,4.0,4.0,,,,,14.0,4.0,,20.0,38.0
fletcher-hare,Fletcher Hare,P,,1.0,4.0,4.0,,,,,2.0,4.0,,16.0,11.0
jack-havey,Jack Havey,P,4.0,,34.0,31.0,,2.0,4.0,1.0,,32.0,1.0,377.0,213.0
jacob-fella,Jacob Fella,P,,,7.0,6.0,,1.0,1.0,1.0,,7.0,1.0,102.0,31.0
jake-kenniv,Jake Kenniv,P,2.0,1.0,25.0,21.0,,4.0,4.0,,1.0,21.0,,404.0,91.0
jeremy-branson,Jeremy Branson,P,,,7.0,8.0,,,1.0,,,8.0,,26.0,51.0
jeremy-keusch,Jeremy Keusch,P,1.0,,18.0,14.0,1.0,4.0,,,,14.0,,200.0,78.0
joel-close,Joel Close,P,2.0,,2.0,3.0,,,,,,3.0,,66.0,34.0
joel-willison,Joel Willison,P,,,2.0,1.0,,1.0,,,,1.0,,22.0,-12.0
joseph-cubitt,Joseph Cubitt,P,3.0,,70.0,71.0,1.0,5.0,2.0,3.0,,75.0,3.0,160.0,548.0
keegan-north,Keegan North,P,7.0,1.0,36.0,38.0,1.0,2.0,3.0,2.0,,39.0,1.0,120.0,359.0
levi-jacobs,Levi Jacobs,P,1.0,,17.0,14.0,,1.0,1.0,,,16.0,1.0,256.0,76.0
lucas-coniaris,Lucas Coniaris,P,,,3.0,2.0,,,1.0,,,3.0,1.0,25.0,9.0
malachi-neil,Malachi Neil,P,1.0,2.0,5.0,3.0,,1.0,,,,3.0,,106.0,26.0
michael-weber,Michael Weber,P,,,6.0,9.0,,,1.0,,,11.0,2.0,-20.0,4.0
nathan-ploeger,Nathan Ploeger,P,,,,,,,,,4.0,,,,
nicholas-betsch,Nicholas Betsch,P,4.0,,31.0,28.0,1.0,2.0,3.0,2.0,,29.0,,261.0,243.0
nick-hutton,Nick Hutton,P,,1.0,10.0,9.0,,1.0,1.0,,5.0,9.0,,-1.0,35.0
rick-gross,Rick Gross,P,1.0,,25.0,22.0,,3.0,,,,22.0,,238.0,112.0
robbie-davenport,Robbie Davenport,P,1.0,,38.0,42.0,,,3.0,,,44.0,2.0,96.0,236.0
seth-gudeman,Seth Gudeman,P,,,3.0,1.0,,1.0,,,1.0,2.0,1.0,28.0,-12.0
terry-gaither,Terry Gaither,P,,1.0,5.0,4.0,,1.0,,,,4.0,,51.0,-19.0
travis-carpenter,Travis Carpenter,P,2.0,,33.0,40.0,,1.0,4.0,,,41.0,1.0,71.0,410.0
will-wettengel,Will Wettengel,P,,1.0,2.0,2.0,,,1.0,,2.0,3.0,1.0,23.0,-1.0
xavier-payne,Xavier Payne,P,2.0,1.0,40.0,49.0,,,4.0,1.0,,49.0,,97.0,226.0
