player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_incompletions,pass_long,pass_yards_per_attempt,passing_rate,passing_sacks,passing_td_pass,passing_td_pass_pct,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,safeties,tackles
asi-tupua,Asi Tupua,DL,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,4.0,4.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,4.0
carl-robinson-iii,Carl Robinson III,QB,,800.0,,,,,,,,,,,1.0,,,,,,,,,20.0,16.0,4.0,39.0,13.0,129.0,1.0,3.0,150.0,207.0,10.0,,,,,,,3.0,9.0,9.0,0.0,1.0,28.0,,,
carlton-watkins,Carlton Watkins,DB,2.0,,0.0,0.0,2.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0
chris-perry,Chris Perry,DB,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
cole-lundy,Cole Lundy,K,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
damond-powell,Damond Powell,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,30.0,0.0,2.0,56.0,3.0,,,,,,,,,
devante-wright,Devante Wright,DL,5.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,3.0
devin-groenhagen,Devin Groenhagen,DL,2.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
drew-prohaska,Drew Prohaska,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,0.0,0.0,6.0,1.0,4.0,11.0,12.0,0.0,2.0,48.0,,,
erick-young,Erick Young,RB,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,3.0,,,,25.0,35.0,0.0,76.0,,,,,,,,,,,,10.0,23.0,0.0,0.0,59.0,6.0,4.0,7.0,5.0,0.0,2.0,21.0,0.0,0.0,1.0
fred-bruno,Fred Bruno,WR,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,20.0,20.0,0.0,20.0,,,,,,,,,,,,19.0,30.0,0.0,1.0,57.0,3.0,7.0,13.0,5.0,0.0,1.0,34.0,0.0,0.0,1.0
garrett-pemelton,Garrett Pemelton,DL,6.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0
geovonte-howard-injured-reserve,Geovonte Howard (Injured Reserve),DB,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0
jd-griggs,JD Griggs,DL,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0,2.0
jadon-johnson,Jadon Johnson,WR,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
jailin-singleton,Jailin Singleton,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,0.0,0.0,8.0,1.0,1.0,4.0,8.0,0.0,1.0,11.0,,,
