player_id,player_name,positions,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
aj-ouellette,A.J. OUELLETTE,RB,,,,,,,,0.0,36.0,3.0,0.0,47.0,
andrew-harris,Andrew Harris,RB,,,,,,,,0.0,0.0,0.0,0.0,19.0,
boris-bede,Boris Bede,K,111.0,,,0.0,,,,,,,,,
brandon-barnes,Brandon Barnes,TE/WR,,,,,,,,0.0,27.0,2.0,,,
chad-kelly,Chad KELLY,QB,,,,,,,,,,,1.0,3.0,
davaris-daniels,DaVaris DANIELS,WR,,,,,,,,1.0,49.0,4.0,,,
daniel-adeboboye,Daniel ADEBOBOYE,RB,,,,,,,,0.0,8.0,1.0,,,
david-ungerer-iii,David UNGERER III,WR,,,,,,,,0.0,21.0,2.0,,,
declan-cross,Declan Cross,FB/RB,,,,,,,,0.0,22.0,2.0,,,
dejon-brissett,Dejon BRISSETT,WR,,,,,,,,0.0,8.0,1.0,,,
deon-jackson,Deon Jackson,RB,,,,,,,,0.0,5.0,2.0,0.0,46.0,
ham-dst,HAM DST,DST,,,0.0,,,,27.0,,,,,,3.0
ham-qb,HAM QB,QB,,0.0,,,0.0,0.0,,,,,,,
jamie-newman,Jamie Newman,QB,,0.0,,,0.0,4.0,,,,,1.0,55.0,
kiondre-smith,Kiondre SMITH,WR,,,,,,,,0.0,39.0,4.0,,,
kurleigh-gittens-jr,Kurleigh GITTENS JR.,WR,,,,,,,,0.0,38.0,4.0,,,
lemar-durant,Lemar Durant,WR,,,,,,,,0.0,0.0,0.0,,,
maleek-irons,Maleek Irons,RB,,,,,,,,,,,0.0,28.0,
markeith-ambles,Markeith Ambles,WR,,,,,,,,0.0,51.0,5.0,,,
matthew-shiltz,Matthew Shiltz,QB,,1.0,,,1.0,176.0,,,,,0.0,15.0,
mcleod-bethel-thompson,McLeod Bethel-Thompson,QB,,0.0,,,1.0,287.0,,,,,0.0,0.0,
sean-thomas-erlington,Sean THOMAS ERLINGTON,RB,,,,,,,,,,,1.0,28.0,
seth-small,Seth Small,K,147.0,,,0.0,,,,,,,,,
steven-dunbar-jr,Steven Dunbar Jr.,WR,,,,,,,,0.0,38.0,4.0,,,
tor-dst,TOR DST,DST,,,1.0,,,,34.0,,,,,,2.0
tor-qb,TOR QB,QB,,1.0,,,4.0,432.0,,,,,,,
tim-white,Tim White,WR,,,,,,,,1.0,77.0,4.0,0.0,5.0,
tommy-nield,Tommy Nield,WR,,,,,,,,0.0,48.0,2.0,,,
