player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
alex-atkins,Alex Atkins,P,3.0,,54.0,63.0,,1.0,3.0,2.0,,,65.0,2.0,220.0,552.0
ben-ashton,Ben Ashton,P,1.0,2.0,3.0,2.0,,,,,,,3.0,1.0,30.0,12.0
braden-eberhard,Braden Eberhard,P,1.0,,7.0,13.0,,,1.0,,,,13.0,,21.0,123.0
calvin-stoughton,Calvin Stoughton,P,3.0,1.0,29.0,23.0,,5.0,,1.0,,1.0,24.0,,323.0,132.0
chad-yorgason,Chad Yorgason,P,1.0,,8.0,5.0,,2.0,,,,,6.0,1.0,139.0,7.0
cody-spicer,Cody Spicer,P,2.0,,17.0,21.0,,1.0,1.0,2.0,,,22.0,1.0,42.0,71.0
connor-olson,Connor Olson,P,,,39.0,42.0,,,,,12.0,,42.0,,231.0,197.0
conor-tabor,Conor Tabor,P,,1.0,12.0,12.0,,,1.0,1.0,,,14.0,,-21.0,115.0
elijah-jaime,Elijah Jaime,P,,,12.0,6.0,,5.0,1.0,,,,6.0,,166.0,30.0
everett-saunders,Everett Saunders,P,,1.0,,,,,,,4.0,,,,,
felix-pronove,Felix Pronove,P,1.0,,5.0,4.0,,,,1.0,,,5.0,,30.0,4.0
grant-lindsley,Grant Lindsley,P,,,10.0,12.0,,,1.0,,,,12.0,,46.0,27.0
jace-duennebeil,Jace Duennebeil,P,1.0,,10.0,7.0,,2.0,1.0,2.0,,,7.0,,152.0,107.0
jacob-miller,Jacob Miller,P,3.0,,30.0,37.0,,1.0,2.0,1.0,,,37.0,,147.0,308.0
jay-froude,Jay Froude,P,3.0,,25.0,22.0,,1.0,6.0,,,,23.0,1.0,259.0,162.0
joe-anderson,Joe Anderson,WR/P,,,8.0,7.0,,,,,,,7.0,1.0,10.0,-2.0
jonny-hoffman,Jonny Hoffman,P,,2.0,3.0,2.0,,1.0,,,,,2.0,,26.0,18.0
jordan-kerr,Jordan Kerr,P,3.0,1.0,24.0,21.0,,3.0,4.0,,1.0,,21.0,,253.0,178.0
justin-abel,Justin Abel,P,1.0,,7.0,9.0,,1.0,1.0,,,,9.0,1.0,38.0,95.0
kyle-weinberg,Kyle Weinberg,P,,,7.0,6.0,,1.0,1.0,,15.0,,6.0,,88.0,19.0
luke-yorgason,Luke Yorgason,P,1.0,,29.0,35.0,1.0,,3.0,,,,35.0,,91.0,333.0
mathieu-agee,Mathieu Agee,P,1.0,,2.0,1.0,,,,,,,1.0,,52.0,-5.0
matt-jackson,Matt Jackson,P,2.0,,35.0,31.0,,1.0,3.0,,,,34.0,3.0,166.0,107.0
max-dehlin,Max Dehlin,P,,,7.0,7.0,,,1.0,,,,8.0,1.0,-14.0,106.0
mckay-yorgason,McKay Yorgason,P,3.0,,41.0,45.0,,,,,,,47.0,1.0,27.0,346.0
nathan-huff,Nathan Huff,P,,,2.0,2.0,,,,,,,2.0,,12.0,15.0
nicholas-snuszka,Nicholas Snuszka,P,,,1.0,1.0,,,,,,,1.0,,11.0,-3.0
noah-coolman,Noah Coolman,P,,,11.0,10.0,,,,,,,10.0,,68.0,60.0
quinn-finer,Quinn Finer,P,2.0,,34.0,26.0,,,2.0,1.0,,,30.0,,239.0,81.0
sam-goldstein,Sam Goldstein,P,,,22.0,31.0,,1.0,,,,,33.0,,-5.0,188.0
sean-connole,Sean Connole,P,3.0,,37.0,37.0,,2.0,1.0,3.0,,,38.0,1.0,395.0,289.0
seth-faris,Seth Faris,P,,1.0,,,,,,,13.0,,,,,
thomas-brewster,Thomas Brewster,P,,,3.0,3.0,,,1.0,,,,3.0,,53.0,-13.0
todd-wolma,Todd Wolma,P,,,1.0,,,1.0,,,,,,,45.0,
tony-mounga,Tony Mounga,P,1.0,,6.0,5.0,,,,,,,6.0,1.0,63.0,55.0
will-mcdonald,Will McDonald,P,,,1.0,,,,,,,,,,6.0,
will-selfridge,Will Selfridge,P,2.0,,34.0,28.0,,3.0,3.0,,,,29.0,1.0,328.0,-3.0
