player_id,player_name,positions,assist_tackles,completions,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50plus,fg_att_game,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,int_avg,int_long,int_tds,int_yards,interceptions_lost,interceptions_made,pass_attempts,passing_tds,passing_yards,pr_fc,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,solo_tackles,targets,xp_att_game
akeem-hunt,Akeem Hunt,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,12.0,,,
andrew-ankrah,Andrew Ankrah,DB/DL/DE,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
ayodeji-olatoye,Ayodeji Olatoye,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
ben-turk,Ben Turk,,,,,,,,,,,,,,,,,,,,,,,,,36.5,44.0,0.0,73.0,2.0,0.0,1.0,,,,,,,,,
bunmi-rotimi,Bunmi Rotimi,OLB/DB/DL/DT,1.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
charles-johnson,Charles Johnson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,28.0,4.0,,,,,11.0,
chris-thompson,Chris Thompson,WR,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,11.0,1.0,,,,0.0,4.0,
christian-french,Christian French,DB,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
cody-riggs,Cody Riggs,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
dernest-johnson,D\'Ernest Johnson,RB,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,0.0,,,,,,,,0.0,27.0,4.0,9.0,0.0,43.0,,6.0,
dasean-downey,Da\'Sean Downey,LB/DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
deveon-smith,De\'Veon Smith,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,39.0,,,
deion-holliman,Deion Holliman,WR,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
dexter-mcdougle,Dexter McDougle,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
donteea-dye,Donteea Dye,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,1.0,,,,,1.0,
dylan-wynn,Dylan Wynn,DB/DT,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
edmond-robinson,Edmond Robinson,LB/DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
elliott-fry,Elliott Fry,MPO,,,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
erick-dargan,Erick Dargan,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,6.0,,
freddie-martino,Freddie Martino,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,26.0,3.0,,,,,5.0,
garrett-gilbert,Garrett Gilbert,QB,,23.0,,,,,,,0.0,1.0,1.0,0.0,0.0,,,,,1.0,,48.0,2.0,268.0,,,,,,,,,,,,3.0,0.0,15.0,,,
gerald-christian,Gerald Christian,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,1.0,,,,,1.0,
izaah-burks,Izaah Burks,DB,4.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
jalin-marshall,Jalin Marshall,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,98.0,6.0,1.0,0.0,2.0,,11.0,
