player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
marco-lee,Marco Lee,RB,,,,2.0,28.0,1.0,,,,,,,,,,,10.0,46.4,0.0,1.0,418.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0
marcus-brooks,Marcus Brooks,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,25.0,0.0,51.0,3.0,,,,,,,,,,,,,
mclean-djouha,Mclean Djouha,OL,,,,,,,,,,,,,,,,1.0,,,,,,,13.0,13.0,0.0,13.0,,,,,,,11.7,15.0,0.0,35.0,3.0,1.3,9.0,3.0,0.0,4.0,,,,,,,,
monalo-caldwell,Monalo Caldwell,RB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,4.0,5.0,1.0,0.0,,
patrick-mcsweeney,Patrick Mcsweeney,WR,3.0,2.0,0.0,,,,1.0,,,,,20.0,25.0,40.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,7.0,10.0,,,,
ponce-deleon,Ponce Deleon,DB,4.0,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,7.0,,,,
sam-moala,Sam Moala,LB,0.0,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,22.0,1.0,30.0,3.0,4.9,12.0,8.0,0.0,39.0,,,1.0,1.0,1.0,0.0,,
shay-roberts,Shay Roberts,OL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,0.0,,
sterling-clark,Sterling Clark,OL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
tabyus-taylor,Tabyus Taylor,RB,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,,,,
travis-anderson,Travis Anderson,OL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
trey-dixon,Trey Dixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,0.0,15.0,1.0,-1.0,0.0,1.0,0.0,-1.0,,,,,,,,
zack-brown,Zack Brown,DL/LB,0.0,1.0,0.0,,,,,,,,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,
