player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
aj-merriman,AJ Merriman,P,,,1.0,,,,,,11.0,,1.0,1.0,16.0,
alex-thorne,Alex Thorne,P,1.0,,38.0,40.0,,2.0,,2.0,,,40.0,,161.0,126.0
alexandre-fall,Alexandre Fall,P,,1.0,3.0,2.0,,1.0,1.0,,,,2.0,,102.0,3.0
andrew-roy,Andrew Roy,P,3.0,,32.0,36.0,,,1.0,,,,38.0,2.0,113.0,216.0
austin-lillis,Austin Lillis,P,,,3.0,3.0,,,,,4.0,,3.0,,2.0,5.0
brandon-pastor,Brandon Pastor,P,,,1.0,1.0,,,,,,,1.0,,9.0,-5.0
cj-colicchio,CJ Colicchio,P,,,3.0,4.0,,,1.0,,2.0,,4.0,,17.0,7.0
charlie-mccutcheon,Charlie McCutcheon,P,1.0,,2.0,2.0,,,,,,,2.0,,-5.0,16.0
christian-boxley,Christian Boxley,P,1.0,,26.0,23.0,,2.0,3.0,,,,24.0,1.0,192.0,114.0
cole-jurek,Cole Jurek,P,1.0,,19.0,15.0,,4.0,,,,,15.0,,147.0,86.0
david-bloodgood,David Bloodgood,P,1.0,,3.0,5.0,,,,,,,5.0,,13.0,30.0
david-cranston,David Cranston,P,,,11.0,11.0,,,,,,,12.0,1.0,2.0,16.0
dmitry-suvorov,Dmitry Suvorov,P,,,10.0,9.0,,1.0,2.0,,,,9.0,,80.0,7.0
eric-nardelli,Eric Nardelli,P,,,1.0,1.0,,,1.0,,,,1.0,,6.0,12.0
eric-witmer,Eric Witmer,P,1.0,1.0,10.0,10.0,,1.0,,,,,11.0,1.0,64.0,45.0
gavin-abrahamsson,Gavin Abrahamsson,P,,,3.0,2.0,,1.0,,,,,2.0,,34.0,17.0
greg-martin,Greg Martin,P,,2.0,41.0,35.0,1.0,4.0,3.0,,,,38.0,3.0,332.0,49.0
jacques-nissen,Jacques Nissen,P,2.0,,30.0,38.0,,,1.0,,,,38.0,,85.0,219.0
james-pollard,James Pollard,P,2.0,,28.0,23.0,,3.0,1.0,1.0,1.0,,25.0,2.0,336.0,99.0
jasper-tom,Jasper Tom,P,,2.0,9.0,6.0,,2.0,1.0,1.0,,,7.0,1.0,83.0,86.0
joe-merrill,Joe Merrill,P,,,1.0,1.0,,,,,,,1.0,,1.0,-1.0
jonny-malks,Jonny Malks,P,2.0,,32.0,35.0,,3.0,1.0,1.0,,,38.0,3.0,189.0,263.0
jordan-rhyne,Jordan Rhyne,P,3.0,,34.0,31.0,,,2.0,1.0,,1.0,33.0,1.0,91.0,163.0
justin-keller,Justin Keller,P,1.0,1.0,8.0,7.0,,,,,,,7.0,,15.0,25.0
kainoa-chun-moy,Kainoa Chun Moy,P,,1.0,19.0,18.0,,,1.0,,,,19.0,1.0,7.0,40.0
kevin-healey,Kevin Healey,P,,,11.0,9.0,,2.0,,,,,9.0,,120.0,41.0
marc-sands,Marc Sands,P,,1.0,2.0,2.0,,,,,,,2.0,,-6.0,9.0
matt-hanna,Matt Hanna,P,,,1.0,1.0,,1.0,,,,,1.0,,10.0,2.0
max-trifillis,Max Trifillis,P,1.0,,7.0,4.0,,2.0,,1.0,,,4.0,,42.0,73.0
mike-campanella,Mike Campanella,P,,,8.0,8.0,,,1.0,,,,9.0,1.0,31.0,7.0
moussa-dia,Moussa Dia,P,1.0,1.0,6.0,5.0,,,,,,,6.0,1.0,46.0,6.0
paul-owens,Paul Owens,P,2.0,2.0,2.0,6.0,,,,,14.0,,7.0,1.0,-12.0,14.0
rhys-bergeron,Rhys Bergeron,P,,1.0,,1.0,,,,,,,1.0,,,2.0
rowan-mcdonnell,Rowan McDonnell,P,3.0,,27.0,24.0,,,2.0,,,,28.0,4.0,110.0,191.0
sean-mott,Sean Mott,P,5.0,,49.0,56.0,,2.0,3.0,1.0,,,58.0,2.0,196.0,399.0
thomas-edmonds,Thomas Edmonds,P,2.0,,14.0,17.0,,2.0,,2.0,11.0,,17.0,,49.0,159.0
troy-holland,Troy Holland,P,,1.0,5.0,5.0,,,1.0,,,,6.0,1.0,24.0,15.0
tyler-monroe,Tyler Monroe,P,2.0,,25.0,21.0,,3.0,2.0,,,,21.0,,252.0,123.0
