player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
aaron-jackson,Aaron Jackson,OT/P/WR,1.0,,,,,,,,,,,,,,,2.0,,,,,,,13.5,16.0,0.0,27.0,,,1.0,,,,,,,,,,,,,,1.0,2.0,,,,
adam-anderson,Adam Anderson,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,
ahmad-lyons,Ahmad Lyons,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,5.0,,,,
ben-woodard,Ben Woodard,,,,,,,,,,,,,,,,,,3.0,48.0,0.0,0.0,336.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0
benari-black,Benari Black,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,8.0,2.0,0.0,,
brandon-mackey,Brandon Mackey,RB,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,0.0,10.0,1.0,3.9,18.0,7.0,2.0,27.0,,,,,,
brion-murray,Bri’On Murray,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,4.0,1.0,0.0,,
chucky-williams,Chucky Williams,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
cole-blackman,Cole Blackman,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,0.0,11.0,1.0,,,,,,,,,,,
dallas-daniels,Dallas Daniels,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,20.0,0.0,41.0,3.0,,,,,,,,,,,
devin-hafford,Devin Hafford,CB/DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,2.5,0.0,,
djimon-brooks,Djimon Brooks,DT,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
edward-vander,Edward Vander,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,17.0,0.0,48.0,6.0,1.2,11.0,9.0,0.0,11.0,,,,,,
elijah-reed,Elijah Reed,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
ernesto-lacayo,Ernesto Lacayo,K,,,,1.0,28.0,1.0,,,,,,,,,,,10.0,49.4,0.0,0.0,395.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0
harold-brooks,Harold Brooks,ATH,1.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,1.0,0.0,,
herman-smith,Herman Smith,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
isaiah-cox,Isaiah Cox,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,15.0,2.0,41.0,4.0,,,,,,1.0,1.0,,,,
issac-anderson,Issac Anderson,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,
jarome-johnson,Ja\'Rome Johnson,QB,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,20.0,9.0,,15.0,2.0,85.0,,,,,,14.5,45.0,6.0,3.0,87.0,,,,,,
jalen-sample,Jalen Sample,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,31.0,5.0,76.0,7.0,,,,,,1.0,1.0,,,,
jamore-colson,Jamore Colson,,1.0,1.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
justin-mcgriff,Justin MCGRIFF,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,10.0,0.0,27.0,3.0,,,,,,,,,,,
kiael-kelly,Kiael Kelly,,,,,,,,,,,1.0,1.0,,,,,3.0,,,,,,,8.3,10.0,0.0,25.0,,,,,,,,,,,,3.4,25.0,5.0,2.0,17.0,,,,,,
malik-sonnier,Malik Sonnier,DB,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,0.5,0.0,,
nate-davis,Nate Davis,QB,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,31.0,19.0,,31.0,5.0,214.0,,,,,,3.8,6.0,4.0,0.0,15.0,,,,,,
rafiq-abdul-wahid,Rafiq Abdul-Wahid,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,3.0,,,,
royce-see,Royce See,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,4.0,1.0,0.0,,
shane-hooks,Shane Hooks,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,25.0,0.0,38.0,2.0,,,,,,,,,,,
