player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
aiden-oldenburg,Aiden Oldenburg,,0.0,1.0,1.0,8.0,10.0
ben-richardson,Ben Richardson,,0.0,1.0,1.0,8.0,10.0
bendik-ramsfjell,Bendik Ramsfjell,,1.0,1.0,0.0,10.0,8.0
daniel-casper,Daniel Casper,,0.0,1.0,1.0,8.0,10.0
gaute-nepstad,Gaute Nepstad,,1.0,1.0,0.0,10.0,8.0
luc-violette,Luc Violette,,0.0,1.0,1.0,8.0,10.0
magnus-ramsfjell,Magnus Ramsfjell,,1.0,1.0,0.0,10.0,8.0
martin-sesaker,Martin Sesaker,,1.0,1.0,0.0,10.0,8.0
rich-ruohonen,Rich Ruohonen,,0.0,1.0,1.0,8.0,10.0
wilhelm-naess,Wilhelm Naess,,1.0,1.0,0.0,10.0,8.0
