player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
anders-mjoeen,Anders Mjoeen,,1.0,1.0,0.0,9.0,3.0
archie-hyslop,Archie Hyslop,,0.0,1.0,1.0,3.0,9.0
charlie-gibb,Charlie Gibb,,0.0,1.0,1.0,3.0,9.0
emil-storli,Emil Storli,,1.0,1.0,0.0,9.0,3.0
erland-snoeve,Erland Snoeve,,1.0,1.0,0.0,9.0,3.0
fraser-swanston,Fraser Swanston,,0.0,1.0,1.0,3.0,9.0
jonathan-saeteren,Jonathan Saeteren,,1.0,1.0,0.0,9.0,3.0
logan-carson,Logan Carson,,0.0,1.0,1.0,3.0,9.0
markus-dale,Markus Dale,,1.0,1.0,0.0,9.0,3.0
orrin-carson,Orrin Carson,,0.0,1.0,1.0,3.0,9.0
