player_id,player_name,positions,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
akil-watts,Akil Watts,FB,0.0,-1.0583,17.7342,3.4303,1.0,,,-0.2301,,1.0,,8.0,1617.0,0.7208,548.0,-23.0919,-4.2139,0.5619,,16.0,,6.0,1.0583,1.2301,,0.0808,2.2884,0.7629,0.807
alfredo-morales,Alfredo Morales,DM,2.0,-0.1498,19.6622,5.7365,0.0,,,-0.2515,,2.0,,8.0,1275.0,0.8376,591.0,12.5556,2.1245,0.0,,6.0,,0.0,2.1498,0.2515,,-0.2515,2.4013,0.8163,0.1612
ben-lundt,Ben Lundt,GK,0.0,0.0,39.2396,30.621,0.0,14.0,0.4721,0.0,1.0349,0.0,0.0652,0.0,916.0,0.7354,291.0,10.4182,3.5801,0.0,32.0,0.0,46.0,0.0,0.0,0.0,13.5279,0.0,0.0,0.6996,0.0
brendan-mcsorley,Brendan McSorley,ST,0.0,-0.4055,20.13,4.6329,2.0,,,-0.3332,,2.0,,3.0,328.0,0.6667,66.0,-5.247,-7.95,0.7516,,14.0,,5.0,0.4055,2.3332,,-0.2146,2.7387,0.7462,1.6564
cedric-teuchert,Cedric Teuchert,ST,1.0,0.1498,15.4949,2.4911,3.0,,,-0.7635,,4.0,,9.0,1365.0,0.6734,248.0,-14.6857,-5.9217,1.5336,,27.0,,14.0,0.8502,3.7635,,-0.6126,4.6138,0.7326,2.6125
chris-durkin,Chris Durkin,DM,1.0,0.6442,19.4799,5.5036,0.0,,,-0.7345,,1.0,,5.0,1225.0,0.7951,532.0,-1.1922,-0.2241,0.0,,12.0,,3.0,0.3558,0.7345,,-0.095,1.0903,0.7974,0.4555
conrad-wallem,Conrad Wallem,FB,2.0,-1.0327,17.475,1.9832,1.0,,,-1.8418,,3.0,,37.0,2726.0,0.8195,1313.0,19.46,1.4821,0.4522,,24.0,,9.0,3.0327,2.8418,,-0.5818,5.8745,0.8047,1.7413
célio-pompeu,Célio Pompeu,W,2.0,-1.5229,16.2645,1.2384,2.0,,,-0.0683,,4.0,,24.0,1720.0,0.7173,520.0,-4.0715,-0.783,0.9114,,31.0,,6.0,3.5229,2.0683,,-0.2333,5.5912,0.7251,1.5369
devin-padelford,Devin Padelford,FB,1.0,0.5633,19.4869,2.8013,0.0,,,-0.0824,,1.0,,7.0,859.0,0.7558,385.0,-0.8882,-0.2307,0.0,,2.0,,1.0,0.4367,0.0824,,0.0572,0.5191,0.7582,0.0665
eduard-löwen,Eduard Löwen,DM,3.0,-0.1077,22.1994,6.1592,6.0,,,1.1677,,9.0,,29.0,1587.0,0.8176,1047.0,24.0954,2.3014,2.6793,,42.0,,14.0,3.1077,4.8323,,-0.3214,7.94,0.7946,2.302
fallou-fall,Fallou Fall,CB,1.0,0.2253,22.0986,7.9653,0.0,,,-0.5755,,1.0,,4.0,684.0,0.8994,318.0,10.3271,3.2475,0.0,,6.0,,1.0,0.7747,0.5755,,-0.4823,1.3502,0.8669,0.7486
henry-kessler,Henry Kessler,CB,0.0,-0.2315,22.736,6.3849,0.0,,,-0.4438,,0.0,,2.0,1551.0,0.9117,736.0,23.9633,3.2559,0.0,,6.0,,1.0,0.2315,0.4438,,-0.0619,0.6753,0.8791,0.4259
jake-girdwood-reich,Jake Girdwood-Reich,CB,0.0,0.0,18.1372,4.5772,0.0,,,0.0,,0.0,,0.0,580.0,0.8932,281.0,4.5757,1.6284,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.877,0.0
jannes-horn,Jannes Horn,FB,1.0,0.212,20.4519,4.4793,0.0,,,-0.037,,1.0,,7.0,779.0,0.7966,408.0,5.8696,1.4386,0.0,,2.0,,0.0,0.788,0.037,,-0.037,0.825,0.7822,0.031
jayden-reid,Jayden Reid,FB,0.0,-0.0369,16.6336,2.3072,0.0,,,0.0,,0.0,,1.0,531.0,0.879,248.0,11.0389,4.4512,0.0,,0.0,,0.0,0.0369,0.0,,0.0,0.0369,0.8345,0.0
jaziel-orozco,Jaziel Orozco,CB,0.0,-0.0795,16.8449,3.5458,1.0,,,0.6954,,1.0,,3.0,622.0,0.8857,315.0,11.8707,3.7685,0.4689,,4.0,,2.0,0.0795,0.3046,,-0.1948,0.3841,0.848,0.2138
jeong-sang-bin,Jeong Sang-Bin,W,1.0,-0.1462,16.6813,2.6267,1.0,,,-0.5703,,2.0,,9.0,699.0,0.7018,171.0,-8.1584,-4.771,0.0591,,8.0,,2.0,1.1462,1.5703,,0.1385,2.7165,0.7495,0.6009
joakim-nilsson,Joakim Nilsson,CB,0.0,0.0,22.1721,8.7869,0.0,,,-0.5715,,0.0,,0.0,167.0,0.8571,105.0,3.491,3.3248,0.0,,1.0,,1.0,0.0,0.5715,,-0.0368,0.5715,0.8239,1.0072
joseph-zalinsky,Joseph Zalinsky,FB,0.0,-0.3729,17.7274,0.3706,0.0,,,0.0,,0.0,,3.0,276.0,0.8305,118.0,5.5715,4.7216,0.0,,0.0,,0.0,0.3729,0.0,,0.0,0.3729,0.7833,0.0
