player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
aaron-peterschmidt,Aaron Peterschmidt,P,3.0,,17.0,15.0,,2.0,1.0,,2.0,15.0,,208.0,136.0
adam-mcnichols,Adam McNichols,P,,,22.0,19.0,,1.0,3.0,,,21.0,2.0,194.0,90.0
aidan-lopez-escarez,Aidan Lopez-Escarez,P,1.0,1.0,9.0,11.0,,,1.0,,2.0,11.0,,8.0,34.0
antonio-rueda,Antonio Rueda,P,1.0,,7.0,8.0,,,2.0,,,8.0,,16.0,49.0
austin-kelly,Austin Kelly,P,5.0,,33.0,33.0,1.0,1.0,1.0,2.0,,35.0,2.0,213.0,324.0
chris-roach,Chris Roach,P,2.0,,8.0,6.0,,1.0,,,12.0,8.0,1.0,20.0,51.0
conner-stillwell,Conner Stillwell,P,1.0,1.0,18.0,17.0,,,5.0,,,18.0,1.0,187.0,30.0
dominic-jacobs,Dominic Jacobs,P,,1.0,6.0,5.0,1.0,1.0,,,1.0,5.0,,66.0,9.0
emmet-shipway,Emmet Shipway,P,2.0,,9.0,8.0,,1.0,1.0,1.0,4.0,8.0,,66.0,50.0
garrett-martin,Garrett Martin,P,6.0,,36.0,29.0,,5.0,4.0,1.0,,31.0,1.0,384.0,280.0
genichi-nakano,Genichi Nakano,P,,,4.0,2.0,1.0,,,,,3.0,1.0,55.0,20.0
ian-lawson,Ian Lawson,P,,,1.0,,,,,,,1.0,1.0,5.0,
ian-sweeney,Ian Sweeney,P,3.0,,23.0,24.0,1.0,,,,2.0,28.0,3.0,99.0,173.0
isaac-tan,Isaac Tan,P,,,2.0,2.0,,,,,,2.0,,,9.0
jared-johnson,JARED JOHNSON,P/WR/RB/FB,3.0,,44.0,55.0,,1.0,1.0,,,59.0,2.0,104.0,342.0
jack-brown,Jack Brown,P,3.0,1.0,18.0,17.0,,3.0,3.0,3.0,,17.0,,186.0,151.0
jacob-shoyer,Jacob Shoyer,P,,1.0,6.0,7.0,,,1.0,1.0,,7.0,,29.0,49.0
jamie-kauffman,Jamie Kauffman,P,,1.0,8.0,5.0,,3.0,,,,5.0,,175.0,34.0
jon-snyder,Jon Snyder,P,1.0,,37.0,42.0,,2.0,2.0,1.0,,45.0,3.0,80.0,368.0
jonathan-lee,Jonathan Lee,P,,,3.0,3.0,,1.0,,,,3.0,,3.0,38.0
joshua-moore,Joshua Moore,P/WR,,,15.0,12.0,1.0,3.0,1.0,,,12.0,,216.0,-28.0
kamal-raslan,Kamal Raslan,P,1.0,,23.0,28.0,1.0,1.0,1.0,1.0,,29.0,1.0,75.0,270.0
keali-mccarter,Ke\'ali McCarter,P,1.0,,4.0,4.0,,,,,,4.0,,48.0,41.0
kenny-lane-iii,Kenny Lane III,P,,,22.0,29.0,,,4.0,,,30.0,1.0,25.0,176.0
khalif-el-salaam,Khalif El-Salaam,P,8.0,1.0,44.0,39.0,,3.0,4.0,3.0,,41.0,2.0,427.0,351.0
kota-sugahara,Kota Sugahara,P,,1.0,5.0,5.0,,1.0,2.0,,,5.0,,10.0,52.0
nate-knutson,Nate Knutson,P,,,1.0,,,1.0,,,,,,2.0,
nate-wipfler,Nate Wipfler,P,,1.0,2.0,,,,,,,2.0,2.0,15.0,
quinn-buermeyer,Quinn Buermeyer,P,,,21.0,13.0,,6.0,1.0,,,15.0,,218.0,68.0
ryan-wolfe,Ryan Wolfe,P,,,2.0,2.0,1.0,,,,,2.0,,28.0,22.0
sam-gordon-koven,Sam Gordon-Koven,P,,,1.0,2.0,,,,,5.0,2.0,,4.0,8.0
scott-radlauer,Scott Radlauer,P,,2.0,2.0,3.0,,,,,9.0,3.0,,6.0,7.0
spencer-latarski,Spencer Latarski,P,,,,2.0,,,,,2.0,2.0,,,6.0
spencer-lofink,Spencer Lofink,P,1.0,2.0,9.0,13.0,,1.0,1.0,,2.0,13.0,,70.0,98.0
tarik-akyuz,Tarik Akyuz,P,,,5.0,3.0,,2.0,,,6.0,3.0,,65.0,2.0
timmy-perston,Timmy Perston,P,,1.0,1.0,,,,,,,1.0,1.0,7.0,
tommy-lin,Tommy Lin,P,,1.0,3.0,5.0,,,1.0,,,6.0,1.0,-16.0,9.0
tony-goss,Tony Goss,P,2.0,1.0,41.0,49.0,,,1.0,,,50.0,1.0,105.0,257.0
zeppelin-raunig,Zeppelin Raunig,P,1.0,1.0,24.0,19.0,,5.0,1.0,1.0,,19.0,,301.0,130.0
