player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
benjamin-kapp,Benjamin Kapp,,1.0,1.0,0.0,8.0,4.0
benoît-schwarz,Benoît Schwarz,,0.0,1.0,1.0,4.0,8.0
felix-messenzehl,Felix Messenzehl,,1.0,1.0,0.0,8.0,4.0
johannes-scheuerl,Johannes Scheuerl,,1.0,1.0,0.0,8.0,4.0
kim-schwaller,Kim Schwaller,,0.0,1.0,1.0,4.0,8.0
marc-muskatewitz,Marc Muskatewitz,,1.0,1.0,0.0,8.0,4.0
mario-trevisiol,Mario Trevisiol,,1.0,1.0,0.0,8.0,4.0
pablo-lachat,Pablo Lachat,,0.0,1.0,1.0,4.0,8.0
sven-michel,Sven Michel,,0.0,1.0,1.0,4.0,8.0
yannick-schwaller,Yannick Schwaller,,0.0,1.0,1.0,4.0,8.0
