player_id,player_name,positions,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
albert-dikwa,Albert Dikwa,ST,4.0,0.7323,15.1266,0.5577,11.0,,,-2.6334,,15.0,,25.0,2688.0,0.6881,513.0,-13.061,-2.546,3.2407,,62.0,,28.0,3.2677,13.6334,,-1.5779,16.9011,0.7136,7.3922
amos-shapiro-thompson,Amos Shapiro-Thompson,FB,0.0,-0.0605,15.7074,1.2361,0.0,,,0.0,,0.0,,1.0,90.0,0.88,25.0,1.4434,5.7736,0.0,,0.0,,0.0,0.0605,0.0,,0.0,0.0605,0.8223,0.0
clay-holstad,Clay Holstad,CM,2.0,-0.366,22.0318,4.2438,4.0,,,1.0936,,6.0,,19.0,3431.0,0.7932,1610.0,16.4431,1.0213,3.5977,,58.0,,18.0,2.366,2.9064,,0.2597,5.2723,0.783,1.6065
collin-smith,Collin Smith,FB,0.0,-0.4535,17.9785,4.9778,0.0,,,-0.0862,,0.0,,3.0,525.0,0.6256,211.0,-11.2406,-5.3273,0.0,,4.0,,1.0,0.4535,0.0862,,-0.0786,0.5396,0.6789,0.0082
conor-mcglynn,Conor McGlynn,CM,0.0,-1.0244,22.0827,2.6695,1.0,,,-0.1431,,1.0,,7.0,853.0,0.8486,416.0,6.9706,1.6756,0.6519,,12.0,,2.0,1.0244,1.1431,,-1.0664,2.1676,0.8318,0.8032
frank-nodarse,Frank Nodarse,CB,0.0,-0.0616,21.4879,8.089,6.0,,,2.1828,,6.0,,2.0,3489.0,0.808,1583.0,30.4764,1.9252,2.7556,,35.0,,15.0,0.0616,3.8172,,2.2936,3.8788,0.7887,2.1549
gabriel-alves,Gabriel Alves,FB,0.0,-0.0808,22.3514,5.759,0.0,,,-0.3114,,0.0,,1.0,1036.0,0.7286,538.0,-11.5956,-2.1553,0.0,,5.0,,2.0,0.0808,0.3114,,-0.0532,0.3921,0.7502,0.1496
grant-stoneman,Grant Stoneman,CB,0.0,-0.066,22.5596,9.426,1.0,,,-0.218,,1.0,,1.0,2087.0,0.7962,1001.0,11.0664,1.1055,0.5103,,13.0,,2.0,0.066,1.218,,-0.2234,1.284,0.7851,0.5307
isaac-angking,Isaac Angking,CM,1.0,0.9347,19.631,3.9871,2.0,,,1.0412,,3.0,,1.0,128.0,0.7857,42.0,-1.2139,-2.8904,1.8589,,5.0,,2.0,0.0653,0.9588,,0.8394,1.0241,0.8146,0.7923
jj-williams,J.J. Williams,ST,5.0,2.2373,15.2251,2.4238,11.0,,,-0.4176,,16.0,,22.0,2214.0,0.5545,550.0,-38.3141,-6.9662,0.143,,64.0,,23.0,2.7627,11.4176,,-2.7223,14.1803,0.6242,4.5908
jack-panayotou,Jack Panayotou,AM,3.0,0.1244,21.8301,2.5914,0.0,,,-1.1529,,3.0,,21.0,835.0,0.6977,301.0,1.9449,0.6461,0.0,,14.0,,4.0,2.8756,1.1529,,-0.3946,4.0285,0.6912,0.7671
jackson-lee,Jackson Lee,GK,1.0,0.4264,42.4218,33.8275,0.0,15.0,0.5016,0.0,1.0346,1.0,0.1042,1.0,1064.0,0.6105,421.0,-4.9202,-1.1687,0.0,32.0,0.0,48.0,0.0,0.5736,0.0,14.4984,0.0,0.5736,0.6221,0.0
jojea-kwizera,Jojea Kwizera,FB,6.0,-1.0564,20.0789,3.7628,3.0,,,0.5109,,9.0,,50.0,2484.0,0.6948,1065.0,4.2401,0.3981,0.4162,,29.0,,12.0,7.0564,2.4891,,0.1851,9.5454,0.6909,1.1073
joseph-brito,Joseph Brito,W,4.0,0.6078,19.5222,1.8347,3.0,,,0.3653,,7.0,,19.0,1314.0,0.7637,419.0,-1.5287,-0.3648,0.1931,,13.0,,5.0,3.3922,2.6347,,-0.4139,6.0269,0.7674,1.0768
karifa-yao,Karifa Yao,CB,0.0,-0.1509,23.0113,8.5514,1.0,,,-0.8226,,1.0,,2.0,3668.0,0.8347,1531.0,24.0832,1.573,0.5925,,15.0,,4.0,0.1509,1.8226,,-0.4324,1.9735,0.819,1.4554
kevin-vang,Kevin Vang,CB,0.0,-0.0883,19.0178,1.6057,0.0,,,-0.1376,,0.0,,1.0,32.0,0.9,10.0,1.1938,11.9379,0.0,,1.0,,0.0,0.0883,0.1376,,-0.1376,0.2259,0.7806,0.0088
kofi-twumasi,Kofi Twumasi,CB,0.0,-0.0909,23.7599,6.7275,0.0,,,-0.1312,,0.0,,1.0,459.0,0.6515,132.0,-6.7412,-5.107,0.0,,1.0,,1.0,0.0909,0.1312,,-0.0456,0.2222,0.7026,0.0259
