player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
brady-oliveira,Brady OLIVEIRA,RB,,,,,,,0.0,100.0,9.0,0.0,68.0,
cgy-dst,CGY DST,DST,,,,,,27.0,,,,,,4.0
cgy-k,CGY K,K,2.0,119.0,,,,,,,,,,
cgy-qb,CGY QB,QB,,,0.0,2.0,300.0,,,,,0.0,1.0,
chris-streveler,Chris STREVELER,QB,,,0.0,0.0,2.0,,,,,1.0,4.0,
clark-barnes,Clark BARNES,WR,,,,,,,0.0,75.0,4.0,,,
dedrick-mills,Dedrick MILLS,RB,,,,,,,0.0,0.0,1.0,0.0,105.0,
dillon-mitchell,Dillon MITCHELL,WR,,,,,,,0.0,22.0,3.0,,,
dominique-rhymes,Dominique RHYMES,WR,,,,,,,0.0,30.0,3.0,,,
erik-brooks,Erik BROOKS,WR,,,,,,,0.0,21.0,2.0,0.0,7.0,
jalen-philpot,Jalen PHILPOT,WR,,,,,,,0.0,88.0,5.0,,,
jerreth-sterns,Jerreth STERNS,WR,,,,,,,1.0,27.0,3.0,,,
keric-wheatfall,Keric Wheatfall,WR,,,,,,,0.0,7.0,1.0,,,
kevens-clercius,Kevens Clercius,WR,,,,,,,0.0,32.0,3.0,,,
michael-chris-ike,Michael CHRIS-IKE,RB,,,,,,,,,,0.0,2.0,
nic-demski,Nic DEMSKI,WR,,,,,,,0.0,28.0,3.0,0.0,4.0,
rene-paredes-2,Rene PAREDES,K,2.0,119.0,,,,,,,,,,
sergio-castillo,Sergio CASTILLO,K,2.0,202.0,,,,,,,,,,
tevin-jones,Tevin JONES,WR,,,,,,,2.0,86.0,2.0,,,
vernon-adams-jr,Vernon ADAMS JR.,QB,,,,2.0,300.0,,,,,,,
wpg-dst,WPG DST,DST,,,,,,28.0,,,,,,1.0
wpg-k,WPG K,K,2.0,202.0,,,,,,,,,,
wpg-qb,WPG QB,QB,,,0.0,1.0,216.0,,,,,1.0,27.0,
zach-collaros,Zach COLLAROS,QB,,,0.0,1.0,214.0,,,,,0.0,23.0,
