player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
allan-chaves,Allan Chaves,,1.0,1.0,0.0,7.0,4.0
benjamin-silva,Benjamin Silva,,1.0,1.0,0.0,7.0,4.0
chris-ribau,Chris Ribau,,1.0,1.0,0.0,7.0,4.0
eric-fenech,Eric Fenech,,1.0,1.0,0.0,7.0,4.0
iiro-sipola,Iiro Sipola,,0.0,1.0,1.0,4.0,7.0
jani-sullanmaa,Jani Sullanmaa,,0.0,1.0,1.0,4.0,7.0
kalle-kiiskinen,Kalle Kiiskinen,,0.0,1.0,1.0,4.0,7.0
paavo-kuosmanen,Paavo Kuosmanen,,0.0,1.0,1.0,4.0,7.0
teemu-salo,Teemu Salo,,0.0,1.0,1.0,4.0,7.0
william-barbosa,William Barbosa,,1.0,1.0,0.0,7.0,4.0
