player_id,player_name,positions,assist_tackles,completions,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50plus,fg_att_game,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,int_avg,int_long,int_tds,int_yards,interceptions_lost,interceptions_made,pass_attempts,passing_tds,passing_yards,pr_fc,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,solo_tackles,targets,xp_att_game
adrien-robinson,Adrien Robinson,WR,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,7.0,1.0,,,,1.0,2.0,
alton-howard,Alton Howard,WR,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,33.0,4.0,1.0,0.0,4.0,,6.0,
amba-etta-tawo,Amba Etta-Tawo,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.0,2.0,,,,,5.0,
andrew-jackson,Andrew Jackson,DB,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
anthony-johnson-jr,Anthony Johnson Jr.,DL/DB/S,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,5.0,,
anthony-manzo-lewis,Anthony Manzo-Lewis,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,14.0,,,
arnold-tarpley,Arnold Tarpley,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
benetton-fonua,Benetton Fonua,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
beniquez-brown,Beniquez Brown,LB/DB,3.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
bradley-sylve,Bradley Sylve,DB/CB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
braedon-bowman,Braedon Bowman,WR/TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,32.0,2.0,,,,,2.0,
brandon-barnes,Brandon Barnes,WR/TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,1.0,,,,,1.0,
brandon-maiden,Brandon Maiden,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
brandon-silvers,Brandon Silvers,QB,,3.0,,,,,,,,,,,,,,,,1.0,,4.0,0.0,22.0,,,,,,,,,,,,,,,,,
casey-sayles,Casey Sayles,DT/DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
channing-stribling,Channing Stribling,DB/CB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,5.0,,
christian-hackenberg,Christian Hackenberg,RB,,10.0,,,,,,,,,,,,,,,,1.0,,23.0,0.0,87.0,,,,,,,,,,,,1.0,0.0,5.0,,,
colton-schmidt,Colton Schmidt,DB,,,,,,,,,,,,,,,,,,,,,,,,44.0,49.0,0.0,132.0,3.0,0.0,2.0,,,,,,,,,
connor-davis,Connor Davis,WR/TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,,,,,1.0,
corey-vereen,Corey Vereen,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
davis-tull,Davis Tull,DL/LB/DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
demarquis-gates,DeMarquis Gates,LB/DB,1.0,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,11.0,,
devozea-felton,DeVozea Felton,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,32.0,1.0,1.0,0.0,3.0,,1.0,
dontez-byrd,Dontez Byrd,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,1.0,,,,,1.0,
elijah-campbell,Elijah Campbell,DB/S,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
fabian-guerra,Fabian Guerra,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,1.0,,,,,4.0,
greg-gilmore,Greg Gilmore,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
jamichael-winston,JaMichael Winston,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
jack-tocho,Jack Tocho,DB/SAF,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
jamar-summers,Jamar Summers,DB/CB,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,
jeremy-cutrer,Jeremy Cutrer,DB,1.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
jeremy-faulk,Jeremy Faulk,DL/DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
jonathan-cook,Jonathan Cook,DB,2.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
jonathan-massaquoi,Jonathan Massaquoi,DL/DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,5.0,,
josh-jasper,Josh Jasper,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
julius-warmsley,Julius Warmsley,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
kayaune-ross,Kayaune Ross,WR,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,,,,1.0,3.0,
ladarius-perkins,LaDarius Perkins,WR/RB,,,,,,,,,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,36.0,6.0,5.0,0.0,13.0,,8.0,
luis-perez,Luis Perez,QB,,19.0,,,,,,,,,,,,,,,,0.0,,33.0,0.0,252.0,,,,,,,,,,,,6.0,0.0,12.0,,,
matthew-wells,Matthew Wells,LB/DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
max-redfield,Max Redfield,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
montori-hughes,Montori Hughes,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
nick-novak,Nick Novak,,,,0.0,2.0,1.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
quan-bray,Quan Bray,WR/RB,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,0.0,0.0,,,,,1.0,
