player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
aiden-oldenburg,Aiden Oldenburg,,0.0,1.0,1.0,5.0,6.0
chris-plys,Chris Plys,,0.0,1.0,1.0,5.0,6.0
colin-hufman,Colin Hufman,,0.0,1.0,1.0,5.0,6.0
john-shuster,John Shuster,,0.0,1.0,1.0,5.0,6.0
matthew-hamilton,Matthew Hamilton,,0.0,1.0,1.0,5.0,6.0
sen-yu,Sen YU,,1.0,1.0,0.0,6.0,5.0
xiaoming-xu,Xiaoming Xu,,1.0,1.0,0.0,6.0,5.0
xueqing-fei,Xueqing Fei,,1.0,1.0,0.0,6.0,5.0
zhenhao-wang,Zhenhao Wang,,1.0,1.0,0.0,6.0,5.0
zhichao-li,Zhichao Li,,1.0,1.0,0.0,6.0,5.0
