player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
adrian-durcek,Adrian Durcek,,1.0,1.0,0.0,9.0,6.0
collinda-joseph,Collinda Joseph,,0.0,1.0,1.0,6.0,9.0
gil-dash,Gil Dash,,0.0,1.0,1.0,6.0,9.0
ina-forrest,Ina Forrest,,0.0,1.0,1.0,6.0,9.0
jon-thurston,Jon Thurston,,0.0,1.0,1.0,6.0,9.0
karol-sandl,Karol Sandl,,1.0,1.0,0.0,9.0,6.0
mark-ideson,Mark Ideson,,0.0,1.0,1.0,6.0,9.0
monika-kunkelova,Monika Kunkelova,,1.0,1.0,0.0,9.0,6.0
peter-zatko,Peter Zatko,,1.0,1.0,0.0,9.0,6.0
radoslav-duris,Radoslav Duris,,1.0,1.0,0.0,9.0,6.0
