player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
ac-voges,AC Voges,,41.0,6.0,0.0,4.0,58.0,0.0,,,,,,,2.0,,1.0
bm-edmondson,BM Edmondson,,,,,,,,20.0,0.0,0.0,35.0,1.0,0.0,,,1.0
cj-ferguson,CJ Ferguson,,12.0,1.0,0.0,3.0,8.0,0.0,,,,,,,,,1.0
gb-hogg,GB Hogg,,,,,,,,24.0,0.0,0.0,33.0,1.0,0.0,,,1.0
gd-putland,GD Putland,,,,,,,,24.0,0.0,0.0,39.0,2.0,0.0,,1.0,1.0
hh-gibbs,HH Gibbs,,9.0,1.0,0.0,2.0,14.0,1.0,,,,,,,,,1.0
j-botha,J Botha,,4.0,0.0,1.0,6.0,5.0,0.0,24.0,0.0,0.0,23.0,1.0,0.0,,,1.0
jm-mennie,JM Mennie,,,,,,,,24.0,0.0,1.0,29.0,1.0,0.0,,,1.0
kw-richardson,KW Richardson,,,,,,,,18.0,0.0,0.0,33.0,0.0,2.0,2.0,,1.0
m-klinger,M Klinger,,16.0,3.0,0.0,1.0,19.0,0.0,,,,,,,1.0,,1.0
ma-beer,MA Beer,,,,,,,,24.0,0.0,0.0,29.0,0.0,0.0,,,1.0
mek-hussey,MEK Hussey,,9.0,0.0,0.0,3.0,4.0,0.0,,,,,,,1.0,,1.0
nj-reardon,NJ Reardon,,26.0,2.0,0.0,4.0,42.0,3.0,,,,,,,,,1.0
nm-coulter-nile,NM Coulter-Nile,,5.0,1.0,0.0,5.0,14.0,1.0,24.0,0.0,0.0,35.0,1.0,0.0,,,1.0
nm-lyon,NM Lyon,,,,,,,,24.0,0.0,0.0,33.0,1.0,2.0,,,1.0
pj-hughes,PJ Hughes,,48.0,9.0,0.0,2.0,74.0,1.0,,,,,,,1.0,,1.0
se-marsh,SE Marsh,,45.0,3.0,0.0,1.0,57.0,3.0,,,,,,,,,1.0
sm-katich,SM Katich,,10.0,0.0,1.0,6.0,8.0,0.0,,,,,,,,,1.0
saeed-ajmal,Saeed Ajmal,,,,,,,,24.0,0.0,0.0,22.0,1.0,0.0,,,1.0
tif-triffitt,TIF Triffitt,,1.0,0.0,0.0,7.0,0.0,0.0,,,,,,,,,1.0
tp-doropoulos,TP Doropoulos,,11.0,2.0,1.0,5.0,12.0,0.0,6.0,0.0,0.0,12.0,0.0,1.0,1.0,,1.0
tp-ludeman,TP Ludeman,,,,,,,,,,,,,,,1.0,1.0
