player_id,player_name,positions,interceptions,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
andrew-jamiel,Andrew Jamiel,WR,,,,9.0,308.0,23.0,,
joseph-putu,Joseph Putu,CB/DB,2.0,,,,,,,
ladarius-galloway,LaDarius Galloway,RB,,,,,,,7.0,313.0
logan-marchi,Logan Marchi,QB,,9.0,421.0,,,,,
