player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
aaron-peterschmidt,Aaron Peterschmidt,P,1.0,,10.0,12.0,,1.0,2.0,,,13.0,1.0,50.0,100.0
antonio-rueda,Antonio Rueda,P,2.0,1.0,6.0,7.0,,,,,,7.0,,-7.0,19.0
brian-stout,Brian Stout,P,,1.0,4.0,2.0,,2.0,,,1.0,2.0,,43.0,-16.0
chris-lung,Chris Lung,P,4.0,,32.0,32.0,,1.0,,3.0,,34.0,2.0,237.0,352.0
cole-eustis,Cole Eustis,P,1.0,,1.0,1.0,,,,,,1.0,,5.0,2.0
conner-stillwell,Conner Stillwell,P,,,4.0,3.0,,1.0,1.0,,,3.0,,102.0,26.0
conor-bauman,Conor Bauman,P,1.0,,3.0,4.0,,,,,6.0,4.0,,3.0,37.0
dexter-clyburn,Dexter Clyburn,P,2.0,1.0,23.0,20.0,1.0,2.0,1.0,,,22.0,1.0,297.0,98.0
eli-friedman,Eli Friedman,P,6.0,1.0,33.0,40.0,1.0,2.0,2.0,7.0,,42.0,2.0,119.0,643.0
evan-magsig,Evan  Magsig,P,3.0,2.0,33.0,41.0,,1.0,3.0,,1.0,41.0,,34.0,287.0
gavin-may,Gavin May,P,1.0,,10.0,10.0,,,,,,10.0,1.0,105.0,31.0
genichi-nakano,Genichi Nakano,P,,1.0,2.0,2.0,,1.0,,,,2.0,,21.0,-4.0
ian-sweeney,Ian Sweeney,P,2.0,,27.0,31.0,,1.0,5.0,3.0,,36.0,4.0,108.0,394.0
jared-johnson,JARED JOHNSON,FB/P/OT/RB/WR,,,21.0,22.0,,4.0,,,,22.0,,121.0,116.0
jackson-de-campos,Jackson de Campos,P,1.0,,9.0,10.0,,,1.0,,,11.0,1.0,41.0,32.0
jon-snyder,Jon Snyder,P,1.0,,22.0,25.0,,,2.0,,,27.0,1.0,147.0,144.0
jonathan-lee,Jonathan Lee,P,,,8.0,7.0,,,,,,9.0,2.0,-4.0,20.0
joshua-moore,Joshua Moore,P/WR,,1.0,9.0,6.0,,1.0,2.0,,2.0,7.0,1.0,47.0,39.0
keenan-laurence,Keenan Laurence,P,2.0,1.0,19.0,15.0,,3.0,3.0,1.0,,16.0,1.0,312.0,106.0
kushal-khangaonkar,Kushal Khangaonkar,P,2.0,,12.0,11.0,,1.0,,,,13.0,,106.0,-8.0
landon-lavoie,Landon Lavoie,P,1.0,1.0,8.0,9.0,,,,,14.0,10.0,1.0,42.0,18.0
mac-hecht,Mac Hecht,P,1.0,1.0,48.0,53.0,,2.0,4.0,,,57.0,2.0,108.0,368.0
matthew-burke,Matthew Burke,P,1.0,,10.0,8.0,,1.0,1.0,,,8.0,,48.0,43.0
matthew-crawford,Matthew Crawford,P,,1.0,11.0,15.0,,,,,1.0,15.0,1.0,-24.0,60.0
matthew-kissmann,Matthew Kissmann,P,,,2.0,3.0,,,1.0,,9.0,3.0,1.0,-16.0,20.0
max-williams,Max Williams,P,,,10.0,7.0,,2.0,,,,8.0,,125.0,30.0
morgan-sommer,Morgan Sommer,P,,,5.0,4.0,,1.0,2.0,,,4.0,,28.0,29.0
patrick-xu,Patrick Xu,P,,,5.0,3.0,,2.0,,,,3.0,,64.0,19.0
quinn-buermeyer,Quinn Buermeyer,P,,,7.0,4.0,,2.0,1.0,,,5.0,1.0,144.0,8.0
rafael-castro,Rafael Castro,P,,,2.0,2.0,,1.0,,,,2.0,1.0,19.0,15.0
raphy-hayes,Raphy Hayes,P,9.0,1.0,38.0,38.0,,1.0,1.0,2.0,,39.0,1.0,419.0,261.0
ray-mendoza,Ray Mendoza,P,,2.0,7.0,7.0,,,,,,7.0,,44.0,23.0
robin-vickers-batzdorf,Robin Vickers Batzdorf,P,,1.0,13.0,15.0,,,1.0,,5.0,16.0,,2.0,77.0
sam-franer,Sam Franer,P,,,24.0,20.0,,1.0,2.0,1.0,,22.0,2.0,132.0,99.0
scott-radlauer,Scott Radlauer,P,,1.0,4.0,2.0,,1.0,,,4.0,3.0,1.0,33.0,-16.0
spencer-latarski,Spencer Latarski,P,,,3.0,5.0,,,,,2.0,5.0,,11.0,7.0
tom-doi,Tom Doi,P,,,17.0,12.0,1.0,5.0,4.0,,,12.0,,305.0,-21.0
walker-frankenberg,Walker Frankenberg,P,1.0,,19.0,15.0,,4.0,1.0,,,15.0,,206.0,135.0
wyatt-berreman,Wyatt Berreman,P,,1.0,10.0,9.0,,1.0,,,1.0,9.0,,34.0,33.0
