player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
eunji-gim,Eunji Gim,,0.0,1.0,1.0,4.0,6.0
jiayi-jiang,Jiayi Jiang,,1.0,1.0,0.0,6.0,4.0
minji-kim,Minji Kim,,0.0,1.0,1.0,4.0,6.0
rui-wang,Rui Wang,,1.0,1.0,0.0,6.0,4.0
sujii-kim,Sujii Kim,,0.0,1.0,1.0,4.0,6.0
tingyu-su,Tingyu Su,,1.0,1.0,0.0,6.0,4.0
yeeun-seol,Yeeun Seol,,0.0,1.0,1.0,4.0,6.0
yeji-seol,Yeji Seol,,0.0,1.0,1.0,4.0,6.0
yu-han,Yu Han,,1.0,1.0,0.0,6.0,4.0
ziqi-dong,Ziqi Dong,,1.0,1.0,0.0,6.0,4.0
