player_id,player_name,positions,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
abdullah-taofeek,Abdullah Taofeek,ST,0.0,0.0,13.8334,-13.8,0.0,,,-0.0972,,0.0,,0.0,27.0,0.5,2.0,-0.7669,-38.3439,0.0,,1.0,,0.0,0.0,0.0972,,-0.0972,0.0972,0.8834,0.0002
adewale-obalola,Adewale Obalola,ST,0.0,0.0,19.0046,-0.686,1.0,,,0.3408,,1.0,,0.0,293.0,0.6458,48.0,-2.6736,-5.5699,0.0,,4.0,,3.0,0.0,0.6592,,0.3422,0.6592,0.7015,0.4044
adrian-diz-pe,Adrian Diz Pe,CB,2.0,1.441,29.7213,16.8259,1.0,,,0.5181,,3.0,,6.0,708.0,0.7215,413.0,15.3317,3.7123,0.2232,,5.0,,2.0,0.559,0.4819,,-0.2808,1.0409,0.6844,0.3817
andrés-hernández,Andrés Hernández,CM,0.0,-0.0692,19.7564,6.7608,0.0,,,-0.3021,,0.0,,1.0,213.0,0.7955,88.0,3.9123,4.4457,0.0,,5.0,,1.0,0.0692,0.3021,,0.2121,0.3713,0.751,0.0737
augustine-williams,Augustine Williams,ST,0.0,-0.1727,13.4362,-3.2262,2.0,,,-1.7968,,2.0,,2.0,711.0,0.7353,102.0,-1.9802,-1.9413,0.9142,,17.0,,5.0,0.1727,3.7968,,-1.4947,3.9695,0.7547,2.1439
baboucarr-njie,Baboucarr Njie,FB,0.0,0.0,12.5319,-3.335,0.0,,,0.0,,0.0,,0.0,11.0,1.0,1.0,0.1185,11.8475,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.8815,0.0
barry-coffey,Barry Coffey,CM,1.0,0.0538,24.4308,10.1537,1.0,,,0.2557,,2.0,,3.0,276.0,0.5439,57.0,-2.2578,-3.961,0.0932,,6.0,,4.0,0.9462,0.7443,,0.0753,1.6905,0.5835,0.4617
beverly-makangila,Beverly Makangila,DM,0.0,-0.1017,21.7762,4.1482,0.0,,,-0.0421,,0.0,,2.0,775.0,0.7913,254.0,-1.7794,-0.7006,0.0,,2.0,,0.0,0.1017,0.0421,,-0.0421,0.1438,0.7983,0.023
britton-fischer,Britton Fischer,CB,0.0,-0.156,23.7304,9.3069,0.0,,,-0.2374,,0.0,,2.0,802.0,0.7963,378.0,0.9205,0.2435,0.0,,2.0,,0.0,0.156,0.2374,,-0.2374,0.3935,0.7939,0.0478
christos-hadjipaschalis,Christos Hadjipaschalis,CM,0.0,0.0,18.1783,0.3175,0.0,,,0.0,,0.0,,0.0,28.0,0.75,16.0,-1.3658,-8.5363,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.8354,0.0
galen-flynn,Galen Flynn,FB,0.0,-0.0814,29.0572,14.1769,0.0,,,0.0,,0.0,,1.0,36.0,0.5455,11.0,0.07,0.6368,0.0,,0.0,,0.0,0.0814,0.0,,0.0,0.0814,0.5391,0.0
gerold-ngnepi,Gerold Ngnepi,GK,0.0,0.0,34.8254,26.2438,0.0,7.0,-4.7748,0.0,0.5945,0.0,0.1143,0.0,802.0,0.7489,219.0,-0.6463,-0.2951,0.0,28.0,0.0,35.0,0.0,0.0,0.0,11.7748,0.0,0.0,0.7518,0.0
jordan-scarlett,Jordan Scarlett,RB,0.0,-0.0471,28.1313,12.4725,0.0,,,-1.033,,0.0,,1.0,802.0,0.8266,271.0,-0.323,-0.1192,0.0,,6.0,,3.0,0.0471,1.033,,-0.7273,1.0802,0.8278,0.5912
junior-moreira,Junior Moreira,CM,0.0,-0.0247,19.285,3.4113,0.0,,,-0.2865,,0.0,,1.0,675.0,0.7381,210.0,-4.8636,-2.316,0.0,,2.0,,0.0,0.0247,0.2865,,-0.2865,0.3112,0.7613,0.1899
matt-real,Matt Real,FB,2.0,1.2104,25.423,4.922,0.0,,,-0.0823,,2.0,,7.0,503.0,0.6942,242.0,10.0479,4.152,0.0,,2.0,,0.0,0.7896,0.0823,,-0.0823,0.8718,0.6527,0.0299
michee-ngalina,Michee Ngalina,W,1.0,0.1967,14.9798,-0.89,0.0,,,-0.3923,,1.0,,6.0,524.0,0.7143,105.0,2.7189,2.5894,0.0,,7.0,,2.0,0.8033,0.3923,,0.1124,1.1957,0.6884,0.1575
sadat-anaku,Sadat Anaku,ST,0.0,-0.6143,16.5472,-2.5697,1.0,,,-0.0375,,1.0,,6.0,364.0,0.6154,78.0,-8.9005,-11.4109,0.6246,,9.0,,2.0,0.6143,1.0375,,0.1448,1.6518,0.7295,0.669
samuel-careaga,Samuel Careaga,CM,1.0,0.3529,20.7896,1.4313,2.0,,,1.6156,,3.0,,6.0,137.0,0.6792,53.0,-2.5903,-4.8874,0.5682,,4.0,,3.0,0.6471,0.3844,,0.4186,1.0315,0.7281,0.0881
sebastian-anderson,Sebastian Anderson,FB,1.0,-0.8743,22.7538,2.5596,0.0,,,-0.4801,,1.0,,12.0,766.0,0.7166,427.0,3.5044,0.8207,0.0,,5.0,,2.0,1.8743,0.4801,,-0.1581,2.3544,0.7084,0.5031
spencer-gordon,Spencer Gordon,ST,0.0,0.0,0.0,0.0,0.0,,,-0.068,,0.0,,0.0,35.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,0.068,,-0.068,0.068,0.0,0.0055
thomas-presthus,Thomas Presthus,CB,0.0,0.0,22.4082,7.8059,0.0,,,-0.9124,,0.0,,0.0,334.0,0.6634,101.0,-2.617,-2.5911,0.0,,9.0,,4.0,0.0,0.9124,,-0.0082,0.9124,0.6893,0.692
