player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
aj-ouellette,A.J. OUELLETTE,RB,,,,,,1.0,26.0,,,,,,79.0,,
adarius-pickett,Adarius Pickett,DB/LB,,,,0.0,,,,,,,,,,1.0,9.0
andrew-harris,Andrew Harris,RB,,,,,,,,,0.0,12.0,1.0,1.0,12.0,,
bailey-feltmate,Bailey Feltmate,LB,,,,0.0,,,,,,,,,,0.0,0.0
boris-bede,Boris Bede,K,5.0,55.0,,,,,,,,,,,,,
brandon-barlow,Brandon Barlow,DL/DB,,,,0.0,,,,,,,,,,1.0,2.0
brandon-kemp,Brandon Kemp,OL,,,,0.0,,,,,,,,,,0.0,1.0
carthell-flowers-lloyd,Carthell Flowers-Lloyd,DB,,,,0.0,,,,,,,,,,0.0,0.0
casey-sayles,Casey Sayles,DT/DB,,,,0.0,,,,,,,,,,0.0,2.0
chad-kelly,Chad KELLY,QB,,,2.0,,,2.0,201.0,,,,,1.0,27.0,,
chris-edwards,Chris Edwards,DB/LB,,,,0.0,,,,,,,,,,0.0,2.0
dhaquille-williams,D\'haquille Williams,WR,,,,,,,,,0.0,20.0,2.0,,,,
davaris-daniels,DaVaris DANIELS,WR,,,,0.0,,,,,1.0,57.0,3.0,,,0.0,1.0
damonte-coxie,Damonte COXIE,WR,,,,,,,,,1.0,32.0,2.0,,,,
daniel-adeboboye,Daniel ADEBOBOYE,RB,,,,0.0,,,,,,,,0.0,6.0,0.0,0.0
deionte-knight,Deionte Knight,DL/DB,,,,0.0,,,,,,,,,,1.0,2.0
dejon-brissett,Dejon BRISSETT,WR,,,,0.0,,,,,1.0,38.0,2.0,,,0.0,0.0
dewayne-hendrix,Dewayne Hendrix,DL/DB,,,,0.0,,,,,,,,,,1.0,1.0
dylan-wynn,Dylan Wynn,DT/DB,,,,0.0,,,,,,,,,,0.0,2.0
felix-garand-gauthier,Felix Garand-Gauthier,FB/RB,,,,,,,,,0.0,0.0,0.0,,,,
folarin-orimolade,Folarin Orimolade,DL/DB,,,,0.0,,,,,,,,,,1.0,2.0
ham-dst,HAM DST,DST,,,,,,,,41.0,,,,,,0.0,
ham-k,HAM K,K,1.0,74.0,,,1.0,,,,,,,,,,
ham-qb,HAM QB,QB,,,1.0,,,3.0,296.0,,,,,,17.0,,
jack-cassar,Jack Cassar,LB,,,,0.0,,,,,,,,,,0.0,0.0
jameer-thurman,Jameer Thurman,DB/LB,,,,0.0,,,,,,,,,,0.0,2.0
james-butler,James BUTLER,RB,,,,0.0,,,,,0.0,28.0,5.0,0.0,63.0,0.0,1.0
javien-elliott,Javien Elliott,DB,,,,1.0,,,,,,,,,,0.0,2.0
jonathan-jones,Jonathan Jones,CB/LB,,,,0.0,,,,,,,,,,0.0,3.0
jordan-williams,Jordan Williams,DE/LB/WR/MLB/DL/OT,,,,0.0,,,,,,,,,,0.0,5.0
kiondre-smith,Kiondre SMITH,WR,,,,,,,,,0.0,49.0,3.0,,,,
kurleigh-gittens-jr,Kurleigh GITTENS JR.,WR,,,,,,,,,,67.0,5.0,,21.0,,
malik-carney,Malik Carney,DE/DB,,,,0.0,,,,,,,,,,0.0,4.0
marc-liegghio,Marc LIEGGHIO,K,1.0,74.0,,,1.0,,,,,,,,,,
mason-pierce,Mason Pierce,DB,,,,0.0,,,,,,,,,,0.0,4.0
richard-leonard,Richard Leonard,DB,,,,0.0,,,,,,,,,,0.0,3.0
richie-sindani,Richie Sindani,WR,,,,,,,,,0.0,13.0,2.0,,,,
robbie-smith,Robbie Smith,DL,,,,0.0,,,,,,,,,,0.0,1.0
robertson-daniel,Robertson Daniel,DB,,,,0.0,,,,,,,,,,0.0,3.0
royce-metchie,Royce Metchie,DB,,,,0.0,,,,,,,,,,0.0,3.0
sam-acheampong,Sam Acheampong,DL,,,,0.0,,,,,,,,,,0.0,1.0
shawn-oakman,Shawn Oakman,DL/DB,,,,0.0,,,,,,,,,,1.0,5.0
simoni-lawrence,Simoni Lawrence,LB,,,,0.0,,,,,,,,,,0.0,5.0
stavros-katsantonis,Stavros Katsantonis,DB,,,,1.0,,,,,,,,,,0.0,6.0
tor-dst,TOR DST,DST,,,,,,,,28.0,,,,,,5.0,
tor-k,TOR K,K,5.0,55.0,,,,,,,,,,,,,
tor-qb,TOR QB,QB,,,2.0,,,3.0,227.0,,,,,1.0,27.0,,
tarvarus-mcfadden,Tarvarus McFadden,DB,,,,0.0,,,,,,,,,,0.0,0.0
ted-laurent,Ted Laurent,DT/DB,,,,0.0,,,,,,,,,,0.0,1.0
terry-godwin-ii,Terry Godwin II,WR,,,,,,,,,2.0,50.0,6.0,,,,
tim-white,Tim White,WR,,,,,,,,,1.0,110.0,8.0,0.0,-1.0,,
tunde-adeleke,Tunde Adeleke,DB,,,,0.0,,,,,,,,,,0.0,1.0
wynton-mcmanis,Wynton McManis,LB,,,,0.0,,,,,,,,,,0.0,7.0
