player_id,player_name,positions,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
aj-ouellette,A.J. OUELLETTE,RB,,,,,,,,0.0,31.0,3.0,0.0,92.0,
boris-bede,Boris Bede,K,0.0,,,2.0,,,,,,,,,
brandon-barnes,Brandon Barnes,TE/WR,,,,,,,,0.0,23.0,3.0,,,
chad-kelly,Chad KELLY,QB,,,,,,,,,,,1.0,2.0,
dashaun-amos,DaShaun Amos,DB,,,,,,,,0.0,0.0,0.0,,,
davaris-daniels,DaVaris DANIELS,WR,,,,,,,,0.0,51.0,3.0,,,
david-cote,David Côté,K,115.0,,,0.0,,,,,,,,,
dominique-davis,Dominique Davis,QB,,0.0,,,0.0,0.0,,,,,0.0,10.0,
eugene-lewis,Eugene LEWIS,WR,,,,,,,,1.0,72.0,6.0,,,
hergy-mayala,Hergy Mayala,WR,,,,,,,,0.0,29.0,1.0,,,
jake-wieneke,Jake Wieneke,WR,,,,,,,,1.0,121.0,5.0,,,
jeshrun-antwi,Jeshrun ANTWI,RB,,,,,,,,0.0,6.0,1.0,0.0,0.0,
kaion-julien-grant,Kaion JULIEN-GRANT,WR,,,,,,,,0.0,30.0,3.0,,,
kurleigh-gittens-jr,Kurleigh GITTENS JR.,WR,,,,,,,,1.0,117.0,7.0,,,
mtl-dst,MTL DST,DST,,,1.0,,,,24.0,,,,,,1.0
mtl-qb,MTL QB,QB,,0.0,,,0.0,0.0,,,,,,,
markeith-ambles,Markeith Ambles,WR,,,,,,,,1.0,18.0,4.0,,,
mcleod-bethel-thompson,McLeod Bethel-Thompson,QB,,1.0,,,2.0,240.0,,,,,0.0,15.0,
tor-dst,TOR DST,DST,,,1.0,,,,23.0,,,,,,5.0
tor-qb,TOR QB,QB,,1.0,,,1.0,388.0,,,,,,,
trevor-harris,Trevor HARRIS,QB,,1.0,,,2.0,413.0,,,,,0.0,7.0,
tyson-philpot,Tyson PHILPOT,WR,,,,,,,,0.0,9.0,1.0,,,
vernon-adams-jr,Vernon ADAMS JR.,QB,,1.0,,,1.0,211.0,,,,,0.0,2.0,
