player_id,player_name,positions,fg_made,pass_td,pat_made,recv_td,rush_td
charles-baker,Charles Baker,OL,,2.0,1.0,,
isaiah-blackmon,Isaiah Blackmon,DL,,,,2.0,
james-riddle,James Riddle,LB,1.0,,,,
letrell-golden,Letrell Golden,OL,,1.0,2.0,,1.0
michael-miller,Michael Miller,DB,,,,,1.0
terrence-jackson,Terrence Jackson,DB,,,,1.0,
xzavier-crawford-injured-reserve,Xzavier Crawford (Injured Reserve),WR,,,,,1.0
