player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
alexander-wilcox,Alexander Wilcox,P,3.0,1.0,8.0,14.0,,,,2.0,,15.0,1.0,-7.0,117.0
anders-juengst,Anders Juengst,P,4.0,,23.0,20.0,,3.0,1.0,2.0,,21.0,1.0,130.0,219.0
andrew-mckelvey,Andrew McKelvey,P,,,4.0,2.0,,,1.0,,,4.0,2.0,67.0,-1.0
andrew-vande-berg,Andrew Vande Berg,P,,1.0,3.0,3.0,,,1.0,,,3.0,,33.0,31.0
ben-lewis,Ben Lewis,P,,,18.0,16.0,,,,,,17.0,2.0,125.0,12.0
brandon-lin,Brandon Lin,P,1.0,,11.0,9.0,1.0,1.0,,,,10.0,1.0,100.0,78.0
brendan-adams,Brendan Adams,P,1.0,,33.0,33.0,,3.0,2.0,,,37.0,3.0,143.0,127.0
caleb-dixon,Caleb Dixon,P,,,20.0,17.0,,,,,,19.0,,105.0,131.0
connor-russell,Connor Russell,P,1.0,1.0,8.0,5.0,,2.0,,1.0,4.0,6.0,1.0,112.0,42.0
connor-ughetta,Connor Ughetta,P,2.0,2.0,23.0,27.0,,,2.0,1.0,7.0,30.0,2.0,-7.0,76.0
dane-bossert,Dane Bossert,P,,1.0,2.0,1.0,1.0,,1.0,,,1.0,,29.0,-11.0
elijah-long,Elijah Long,P,6.0,2.0,32.0,43.0,1.0,,4.0,1.0,,46.0,3.0,88.0,292.0
elliot-sakach,Elliot Sakach,P,,,11.0,10.0,,,1.0,1.0,,11.0,1.0,90.0,60.0
ethan-bloodworth,Ethan Bloodworth,P,,,9.0,4.0,,4.0,,,,5.0,,-18.0,
jacob-fairfax,Jacob Fairfax,P,,1.0,14.0,10.0,,5.0,1.0,1.0,,10.0,,198.0,81.0
jimmy-zuraw,Jimmy Zuraw,P,,,29.0,28.0,1.0,2.0,,,,30.0,1.0,59.0,123.0
john-shelley,John Shelley,P,1.0,1.0,14.0,20.0,,,,1.0,,26.0,4.0,35.0,165.0
jordan-salazar,Jordan Salazar,P,,,7.0,7.0,,,,,,7.0,1.0,70.0,9.0
kevin-land,Kevin Land,P,,,4.0,4.0,1.0,1.0,,1.0,,4.0,1.0,23.0,1.0
marc-rovner,Marc Rovner,P,1.0,1.0,9.0,7.0,,1.0,1.0,1.0,,8.0,1.0,104.0,48.0
mark-baldauf,Mark Baldauf,P,2.0,1.0,25.0,31.0,,1.0,1.0,,,32.0,1.0,100.0,129.0
martin-cruz,Martin Cruz,P,,,3.0,2.0,,1.0,,,,2.0,,62.0,-10.0
matt-bennett,Matt Bennett,P,,1.0,31.0,32.0,,,,1.0,5.0,37.0,3.0,-17.0,193.0
matt-lyle,Matt Lyle,P,,,2.0,2.0,,,,,,2.0,,23.0,-16.0
matt-tucker,Matt Tucker,P,1.0,,4.0,5.0,,,,,,5.0,,27.0,-2.0
max-grove,Max Grove,P,,2.0,14.0,11.0,,1.0,,,,13.0,,141.0,-12.0
player-pierce,Player Pierce,P,1.0,1.0,8.0,11.0,,,,1.0,7.0,13.0,2.0,-19.0,104.0
sam-gabrielson,Sam Gabrielson,P,2.0,1.0,9.0,10.0,,,3.0,,,11.0,1.0,33.0,88.0
sol-yanuck,Sol Yanuck,P,1.0,1.0,32.0,40.0,,2.0,1.0,,,46.0,6.0,43.0,234.0
steven-kelly,Steven Kelly,P,1.0,,11.0,9.0,1.0,,,,,9.0,,55.0,55.0
terrence-mitchell,Terrence Mitchell,P,1.0,,15.0,12.0,,2.0,2.0,1.0,,13.0,1.0,144.0,99.0
tobias-brooks,Tobias Brooks,P,2.0,,19.0,16.0,,2.0,2.0,,,17.0,,305.0,112.0
ty-naquin,Ty Naquin,P,1.0,3.0,6.0,6.0,,,,,,6.0,,150.0,14.0
walker-matthews,Walker Matthews,P,,,6.0,4.0,,,,,10.0,4.0,,16.0,16.0
william-coffin,William Coffin,P,,,1.0,1.0,1.0,,,,5.0,1.0,,2.0,-8.0
