player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
andrew-sjogren,Andrew Sjogren,P,2.0,,18.0,14.0,,3.0,3.0,1.0,,15.0,,330.0,83.0
asher-lantz,Asher Lantz,P,,1.0,1.0,1.0,,,,,,1.0,,9.0,6.0
becker-mathie,Becker Mathie,P,,,29.0,32.0,,,1.0,,,33.0,1.0,-3.0,95.0
benjamin-preiss,Benjamin Preiss,P,1.0,,7.0,8.0,,1.0,,,,8.0,,51.0,5.0
brandon-matis,Brandon Matis,P,2.0,,5.0,4.0,,1.0,,,,4.0,,57.0,34.0
bret-bergmeier,Bret Bergmeier,P,1.0,2.0,18.0,16.0,,3.0,2.0,1.0,,17.0,,86.0,60.0
bryan-vohnoutka,Bryan Vohnoutka,P,2.0,,24.0,24.0,1.0,,1.0,1.0,,24.0,,133.0,149.0
cal-tornabene,Cal Tornabene,P,,,2.0,1.0,,1.0,,,,1.0,,8.0,-6.0
cameron-lacy,Cameron Lacy,P,,,2.0,1.0,,,,,10.0,1.0,,-5.0,22.0
charlie-furse,Charlie Furse,P,,1.0,3.0,2.0,,1.0,,,9.0,2.0,,13.0,3.0
colin-berry,Colin Berry,P,2.0,,28.0,24.0,,1.0,2.0,,,28.0,4.0,111.0,125.0
didzis-malderis,Didzis Malderis,P,1.0,,2.0,3.0,,,,,,3.0,,16.0,45.0
dylan-declerck,Dylan DeClerck,P,,3.0,7.0,6.0,,1.0,,,,6.0,,90.0,46.0
jace-bruner,Jace Bruner,P,,,4.0,3.0,,1.0,,,,3.0,,16.0,9.0
jack-shanahan,Jack Shanahan,P,2.0,,22.0,21.0,,1.0,2.0,3.0,1.0,21.0,,224.0,267.0
jake-steslicki,Jake Steslicki,P,3.0,2.0,14.0,12.0,,2.0,,,,16.0,4.0,78.0,53.0
jerry-kelly,Jerry Kelly,P,1.0,1.0,2.0,2.0,,,,,,2.0,,5.0,21.0
jesse-johnson,Jesse Johnson,P,,1.0,4.0,4.0,,1.0,1.0,,,4.0,,61.0,-9.0
john-jones,John Jones,P,,,1.0,1.0,,,,,,1.0,,3.0,12.0
jordan-taylor,Jordan Taylor,P,1.0,,19.0,17.0,,3.0,1.0,,,17.0,,103.0,104.0
luke-brennan,Luke Brennan,P,,1.0,5.0,7.0,,,1.0,,10.0,7.0,,-14.0,45.0
marco-dregni,Marco Dregni,P,1.0,,26.0,25.0,,1.0,,,,26.0,1.0,75.0,112.0
marty-adams,Marty Adams,P,,2.0,11.0,10.0,,,1.0,,,11.0,1.0,118.0,47.0
michael-jordan,Michael Jordan,P,1.0,,10.0,7.0,,2.0,1.0,,,7.0,,109.0,7.0
mickey-walsh,Mickey Walsh,P,1.0,,4.0,5.0,,,,,,5.0,,2.0,19.0
milan-rivas,Milan Rivas,P,,,10.0,10.0,,,3.0,,,10.0,,27.0,46.0
nick-pappas,Nick Pappas,P,1.0,,2.0,3.0,1.0,,,,,4.0,1.0,4.0,31.0
paul-arters,Paul Arters,P,1.0,,27.0,28.0,1.0,3.0,1.0,3.0,,31.0,3.0,136.0,218.0
paul-krenik,Paul Krenik,P,,,8.0,5.0,,3.0,1.0,,,5.0,,168.0,-10.0
quinn-snider,Quinn Snider,P,,,16.0,13.0,,3.0,1.0,,,13.0,,234.0,22.0
ross-barker,Ross Barker,P,4.0,,25.0,22.0,1.0,,3.0,,,25.0,3.0,228.0,199.0
sam-berglund,Sam Berglund,P,5.0,1.0,30.0,36.0,,,2.0,1.0,11.0,40.0,4.0,40.0,178.0
sam-kaminsky,Sam Kaminsky,P,1.0,,29.0,38.0,,2.0,1.0,1.0,,40.0,2.0,63.0,304.0
sebastian-brauer,Sebastian Brauer,P,,,7.0,8.0,,,1.0,1.0,,8.0,,11.0,119.0
tanner-barcus,Tanner Barcus,P,,1.0,6.0,7.0,,,,,,7.0,,53.0,39.0
tavis-leighton,Tavis Leighton,P,1.0,1.0,16.0,16.0,,,2.0,,,19.0,3.0,89.0,106.0
tristan-van-de-moortele,Tristan Van de Moortele,P,4.0,,68.0,76.0,,2.0,2.0,,,76.0,,98.0,188.0
tyler-thomegreene,Tyler Thomegreene,P,,1.0,38.0,38.0,,,2.0,,,40.0,2.0,-17.0,89.0
will-casperson,Will Casperson,P,,,6.0,8.0,,,,,,8.0,,4.0,24.0
wyatt-mekler,Wyatt Mekler,P,,,19.0,17.0,,2.0,,,,18.0,1.0,181.0,89.0
