player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_incompletions,pass_long,pass_yards_per_attempt,passing_rate,passing_sacks,passing_td_pass,passing_td_pass_pct,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,safeties,tackles
anthony-jacobsen,Anthony Jacobsen,LB,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0
antonio-hill,Antonio Hill,DB,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,11.0,11.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
bemnet-morgan,Bemnet Morgan,DB,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
brandon-shepard,Brandon Shepard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,22.0,0.0,1.0,35.0,2.0,,,,,,,,,
calvin-lowe,Calvin Lowe,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,0.0,0.0,6.0,2.0,,,,,,,,,
cam-hale-ii,Cam Hale II,RB,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,12.0,12.0,0.0,12.0,,,,,,,,,,,,7.0,7.0,0.0,0.0,7.0,1.0,2.0,3.0,3.0,1.0,0.0,5.0,0.0,0.0,1.0
carlton-watkins,Carlton Watkins,DB,3.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
chris-perry,Chris Perry,DB,3.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.0
damond-powell,Damond Powell,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,45.0,0.0,1.0,66.0,2.0,,,,,,,,,
devin-groenhagen,Devin Groenhagen,DL,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,1.0,,,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0
devond-blair-jr,Devond Blair Jr.,WR,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,18.0,28.0,0.0,2.0,36.0,2.0,,,,,,,0.0,0.0,0.0
drew-prohaska,Drew Prohaska,RB,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,3.0,,,,27.0,29.0,0.0,81.0,,,,,,,,,,,,17.0,17.0,0.0,0.0,17.0,1.0,7.0,19.0,11.0,0.0,3.0,80.0,0.0,0.0,1.0
dustin-hurst,Dustin Hurst,OL,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
everitt-cunningham,Everitt Cunningham,DL,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,19.0,19.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0,1.0
fred-bruno,Fred Bruno,WR,,,,,,,,,,,,,,2.0,,,,18.0,18.0,0.0,36.0,,,,,,,,,,,,34.0,34.0,0.0,1.0,34.0,1.0,10.0,16.0,3.0,0.0,2.0,31.0,,,
giovanni-sanders,Giovanni Sanders,QB,,541.0,,,,,,,,,,,2.0,,,,,,,,,37.0,20.0,17.0,24.0,9.0,72.0,3.0,3.0,81.0,184.0,18.0,,,,,,,5.0,10.0,9.0,0.0,1.0,42.0,,,
jaylon-abdual-karim,Jaylon Abdual-Karim,LB,2.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
jazzir-merricks,Jazzir Merricks,DL,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0,1.0
juan-moore,Juan Moore,DB,7.0,,1.0,0.0,1.0,1.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0
