player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
aj-ouellette,A.J. OUELLETTE,RB,,,,,,,,,1.0,28.0,1.0,,26.0,,
adam-bighill,Adam Bighill,LB,,,,0.0,,,,,,,,,,0.0,5.0
adarius-pickett,Adarius Pickett,DB/LB,,,,0.0,,,,,,,,,,0.0,4.0
anthony-bennett,Anthony Bennett,DE,,,,0.0,,,,,,,,,,0.0,1.0
benoit-marion,Benoit Marion,DL/DB,,,,0.0,,,,,,,,,,0.0,0.0
boris-bede,Boris Bede,K,2.0,51.0,,,,,,,,,,,,,
brady-oliveira,Brady OLIVEIRA,RB,,,,,,,,,1.0,12.0,2.0,0.0,169.0,,
brandon-alexander,Brandon Alexander,DB,,,,0.0,,,,,,,,,,0.0,1.0
brandon-barlow,Brandon Barlow,DL,,,,0.0,,,,,,,,,,0.0,5.0
bryan-scott,Bryan Scott,QB,,,0.0,,,0.0,0.0,,,,,,,,
cameron-dukes,Cameron Dukes,QB,,,0.0,0.0,,1.0,231.0,,,,,1.0,34.0,0.0,1.0
davaris-daniels,DaVaris DANIELS,WR,,,,,,,,,0.0,22.0,1.0,,,,
dalton-schoen,Dalton SCHOEN,WR,,,,0.0,,,,,0.0,101.0,6.0,,,0.0,1.0
damonte-coxie,Damonte COXIE,WR,,,,,,,,,0.0,54.0,2.0,,,,
daniel-adeboboye,Daniel ADEBOBOYE,RB,,,,,,,,,0.0,13.0,1.0,,,,
david-ungerer-iii,David UNGERER III,WR,,,,,,,,,,16.0,1.0,,,,
deatrick-nichols,Deatrick Nichols,CB/DB,,,,0.0,,,,,,,,,,0.0,2.0
deionte-knight,Deionte Knight,DL,,,,0.0,,,,,,,,,,0.0,3.0
dejon-brissett,Dejon BRISSETT,WR,,,,,,,,,0.0,33.0,4.0,,,,
demerio-houston,Demerio Houston,DB,,,,0.0,,,,,,,,,,0.0,1.0
deonta-mcmahon,Deonta MCMAHON,RB,,,,,,,,,0.0,7.0,3.0,0.0,8.0,,
dewayne-hendrix,Dewayne Hendrix,DL/DB,,,,0.0,,,,,,,,,,0.0,1.0
drew-wolitarsky,Drew WOLITARSKY,WR,,,,,,,,,0.0,64.0,5.0,,,,
evan-holm,Evan Holm,DB,,,,0.0,,,,,,,,,,0.0,2.0
folarin-orimolade,Folarin Orimolade,DL/DB,,,,0.0,,,,,,,,,,0.0,1.0
jack-cassar,Jack Cassar,LB,,,,0.0,,,,,,,,,,0.0,0.0
jake-kelly,Jake Kelly,DB,,,,0.0,,,,,,,,,,0.0,0.0
jamal-parker,Jamal Parker,DB,,,,0.0,,,,,,,,,,0.0,1.0
jared-brinkman,Jared Brinkman,DL,,,,0.0,,,,,,,,,,0.0,4.0
johnny-augustine,Johnny AUGUSTINE,RB,,,,0.0,,,,,,,,,,0.0,0.0
jonathan-jones,Jonathan Jones,CB/LB,,,,0.0,,,,,,,,,,0.0,7.0
jordan-williams,Jordan Williams,DE/MLB/LB/OT/DL/WR,,,,0.0,,,,,,,,,,0.0,8.0
kenny-lawler,Kenny Lawler,WR,,,,0.0,,,,,0.0,29.0,3.0,,,0.0,1.0
kyrie-wilson,Kyrie Wilson,LB,,,,0.0,,,,,,,,,,0.0,6.0
malik-clements,Malik Clements,LB,,,,0.0,,,,,,,,,,0.0,0.0
mason-pierce,Mason Pierce,DB,,,,0.0,,,,,,,,,,0.0,3.0
nic-demski,Nic DEMSKI,WR,,,,,,,,,0.0,32.0,4.0,,,,
rasheed-bailey,Rasheed Bailey,WR,,,,,,,,,0.0,20.0,2.0,,,,
redha-kramdi,Redha Kramdi,DB/LB,,,,0.0,,,,,,,,,,0.0,1.0
ricky-walker,Ricky Walker,DT/DB,,,,0.0,,,,,,,,,,0.0,1.0
robbie-smith,Robbie Smith,DL,,,,0.0,,,,,,,,,,0.0,3.0
royce-metchie,Royce Metchie,DB,,,,0.0,,,,,,,,,,0.0,3.0
sergio-castillo,Sergio CASTILLO,K,1.0,229.0,,,1.0,,,,,,,,,,
tor-dst,TOR DST,DST,,,,,,,,31.0,,,,,,1.0,
tor-k,TOR K,K,2.0,51.0,,,,,,,,,,,,,
tor-qb,TOR QB,QB,,,,,,1.0,211.0,,,,,1.0,34.0,,
tarvarus-mcfadden,Tarvarus McFadden,DB,,,,0.0,,,,,,,,,,0.0,2.0
thomas-costigan,Thomas Costigan,DL/DB,,,,0.0,,,,,,,,,,1.0,1.0
tommy-nield,Tommy Nield,WR,,,,,,,,,0.0,58.0,4.0,,,,
tyrrell-pigrome,Tyrrell Pigrome,QB,,,,,,,,,,,,1.0,1.0,,
wpg-dst,WPG DST,DST,,,,,,,,21.0,,,,,,0.0,
wpg-k,WPG K,K,1.0,229.0,,,1.0,,,,,,,,,,
wpg-qb,WPG QB,QB,,,1.0,,,1.0,258.0,,,,,,,,
willie-jefferson,Willie Jefferson,DE/DL/DB,,,,0.0,,,,,,,,,,0.0,0.0
winston-rose,Winston Rose,DB,,,,0.0,,,,,,,,,,0.0,1.0
zach-collaros,Zach COLLAROS,QB,,,1.0,,,1.0,258.0,,,,,0.0,12.0,,
