player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
bongkwang-nam,Bongkwang Nam,,0.0,1.0,0.0,,9.0
geir-arne-skogstad,Geir Arne Skogstad,,0.0,1.0,0.0,9.0,
huitae-yang,Huitae Yang,,0.0,1.0,0.0,,9.0
hyeonchul-lee,Hyeonchul Lee,,0.0,1.0,0.0,,9.0
ingrid-djupskaas,Ingrid Djupskaas,,0.0,1.0,0.0,9.0,
jinho-cha,Jinho Cha,,0.0,1.0,0.0,,9.0
jostein-stordahl,Jostein Stordahl,,0.0,1.0,0.0,9.0,
mia-sveberg,Mia Sveberg,,0.0,1.0,0.0,9.0,
min-ja-bang,Min Ja Bang,,0.0,1.0,0.0,,9.0
ole-fredrik-syversen,Ole Fredrik Syversen,,0.0,1.0,0.0,9.0,
