player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
ariel-atkins,Ariel Atkins,,5.0,1.0,2.0,0.333,6.0,2.0,0.455,11.0,5.0,,0.778,9.0,7.0,34.53333333333333,,-18.0,19.0,2.0,2.0,4.0
beatrice-mompremier,Beatrice Mompremier,,,,1.0,,,,,2.0,,1.0,0.5,2.0,1.0,9.066666666666666,2.0,-10.0,1.0,3.0,,1.0
briann-january,Briann January,,2.0,,,,1.0,,0.4,5.0,2.0,4.0,,,,26.65,,13.0,4.0,,2.0,1.0
brionna-jones,Brionna Jones,,3.0,,3.0,,,,0.6,10.0,6.0,4.0,1.0,2.0,2.0,24.7,6.0,20.0,14.0,9.0,,4.0
dewanna-bonner,DeWanna Bonner,,7.0,,8.0,,3.0,,0.2,5.0,1.0,,,,,26.5,,18.0,2.0,8.0,1.0,2.0
dijonai-carrington,DiJonai Carrington,,,,1.0,,,,,,,1.0,,,,5.85,,-7.0,,1.0,,2.0
jasmine-thomas,Jasmine Thomas,,1.0,,1.0,0.778,9.0,7.0,0.538,13.0,7.0,4.0,,,,29.1,,24.0,21.0,1.0,,3.0
jonquel-jones,Jonquel Jones,,4.0,1.0,11.0,0.5,4.0,2.0,0.6,15.0,9.0,2.0,1.0,3.0,3.0,27.45,5.0,23.0,23.0,16.0,3.0,3.0
kaila-charles,Kaila Charles,,2.0,,4.0,,1.0,,0.455,11.0,5.0,1.0,,,,18.083333333333332,4.0,11.0,10.0,8.0,,3.0
leilani-mitchell,Leilani Mitchell,,3.0,,2.0,0.5,6.0,3.0,0.429,7.0,3.0,,,,,38.7,,-21.0,9.0,2.0,1.0,4.0
natisha-hiedeman,Natisha Hiedeman,G,2.0,,3.0,0.5,6.0,3.0,0.556,9.0,5.0,1.0,1.0,2.0,2.0,22.466666666666665,,6.0,15.0,3.0,1.0,1.0
shavonte-zellous,Shavonte Zellous,,4.0,1.0,,,2.0,,0.333,6.0,2.0,1.0,,,,24.7,,-1.0,4.0,,1.0,
stephanie-jones,Stephanie Jones,,,,3.0,,,,,,,2.0,,,,10.133333333333333,,-3.0,,3.0,,
sydney-wiese,Sydney Wiese,,3.0,,,0.333,3.0,1.0,0.333,3.0,1.0,1.0,,,,37.63333333333333,,-22.0,3.0,,2.0,
theresa-plaisance,Theresa Plaisance,,2.0,2.0,7.0,0.2,10.0,2.0,0.231,13.0,3.0,3.0,1.0,2.0,2.0,32.31666666666667,,-12.0,10.0,7.0,3.0,1.0
tina-charles,Tina Charles,,4.0,3.0,1.0,0.444,9.0,4.0,0.435,23.0,10.0,3.0,1.0,2.0,2.0,32.11666666666667,1.0,-21.0,26.0,2.0,2.0,1.0
