player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
ben-ashton,Ben Ashton,P,,,,,,,,1.0,,,,,
ben-hoffman,Ben Hoffman,P,2.0,,,,,1.0,1.0,1.0,,,,,
ben-levinsky,Ben Levinsky,P,,,1.0,,,,,,5.0,,,5.0,
braden-eberhard,Braden Eberhard,P,,,,,,,3.0,,,,1.0,,
bryce-lozinski,Bryce Lozinski,P,2.0,,26.0,26.0,,2.0,1.0,1.0,,28.0,2.0,161.0,134.0
caden-sigerud,Caden Sigerud,P,,,6.0,6.0,,,,1.0,,6.0,,94.0,37.0
chad-yorgason,Chad Yorgason,P,,2.0,,,,,,1.0,,,,,
elijah-jaime,Elijah Jaime,P,,,,,,,1.0,,,,,,
elijah-salmon,Elijah Salmon,P,,,9.0,10.0,1.0,1.0,,,,10.0,,56.0,64.0
ethan-li,Ethan Li,P,,1.0,10.0,12.0,,,,,1.0,13.0,1.0,5.0,58.0
eugene-lheureux,Eugene L\'Heureux,P,2.0,,,,,,1.0,2.0,,,,,
garrett-hable,Garrett Hable,P,,1.0,,1.0,,,,,,1.0,,,-1.0
grant-lindsley,Grant Lindsley,P,,,,,1.0,,,,,,,,
jace-duennebeil,Jace Duennebeil,P,,,,,,,,,,,1.0,,
jacob-miller,Jacob Miller,P,5.0,,,,,,,,,,,,
jan-szmanda,Jan Szmanda,P,,,2.0,3.0,,,,,,3.0,,3.0,22.0
jimmy-mcguinness,Jimmy McGuinness,P,,1.0,1.0,,,,,,,1.0,1.0,11.0,
jordan-queckboerner,Jordan Queckboerner,P,,,8.0,7.0,,,1.0,,1.0,8.0,1.0,26.0,-4.0
kyle-rubin,Kyle Rubin,P,,1.0,10.0,8.0,,1.0,,,,9.0,1.0,64.0,-7.0
kyle-weinberg,Kyle Weinberg,P,2.0,1.0,,,,,,,,,,,
luke-yorgason,Luke Yorgason,P,,,,,,1.0,,1.0,,,2.0,,
max-dehlin,Max Dehlin,P,,1.0,,,,,1.0,,,,,,
max-gibson,Max Gibson,P,1.0,1.0,26.0,18.0,,6.0,1.0,,,20.0,2.0,423.0,92.0
maxwell-hume,Maxwell Hume,P,,,8.0,7.0,,,1.0,,,9.0,2.0,88.0,42.0
michael-tran,Michael Tran,P,2.0,2.0,29.0,36.0,,3.0,3.0,,,37.0,1.0,24.0,323.0
nathan-huff,Nathan Huff,P,,,,,,1.0,,,,,,,
paul-lally,Paul Lally,P,4.0,,39.0,50.0,,,2.0,4.0,,52.0,1.0,97.0,553.0
reggie-sung,Reggie Sung,P,,,1.0,1.0,,,,,,1.0,,11.0,5.0
stefan-samu,Stefan Samu,P,2.0,,24.0,22.0,,2.0,3.0,,,22.0,,318.0,130.0
tony-mounga,Tony Mounga,P,2.0,,,,,1.0,,,,,,,
travis-dunn,Travis Dunn,P,4.0,,39.0,33.0,1.0,1.0,4.0,1.0,1.0,38.0,4.0,320.0,241.0
trevor-purdy,Trevor Purdy,P,,1.0,1.0,1.0,,,,,,1.0,,9.0,-2.0
will-selfridge,Will Selfridge,P,,2.0,,,,,,,,,,,
zach-burnside,Zach Burnside,P,,1.0,,,,1.0,,,,,,,
