player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
agnes-knochenhauer,Agnes Knochenhauer,,0.0,1.0,1.0,4.0,8.0
anna-hasselborg,Anna Hasselborg,,0.0,1.0,1.0,4.0,8.0
anna-ohmiya,Anna Ohmiya,,1.0,1.0,0.0,8.0,4.0
johanna-heldin,Johanna Heldin,,0.0,1.0,1.0,4.0,8.0
kaho-onodera,Kaho Onodera,,1.0,1.0,0.0,8.0,4.0
mina-kobayashi,Mina Kobayashi,,1.0,1.0,0.0,8.0,4.0
sara-mcmanus,Sara McManus,,0.0,1.0,1.0,4.0,8.0
sayaka-yoshimura,Sayaka Yoshimura,,1.0,1.0,0.0,8.0,4.0
sofia-scharback,Sofia Scharback,,0.0,1.0,1.0,4.0,8.0
yuna-kotani,Yuna Kotani,,1.0,1.0,0.0,8.0,4.0
