player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
abe-coffin,Abe Coffin,P,1.0,,24.0,26.0,,1.0,2.0,,1.0,26.0,,107.0,125.0
ben-close,Ben Close,P,,,5.0,5.0,,,,,,5.0,,74.0,1.0
ben-landry,Ben Landry,P,,,35.0,34.0,,,3.0,,,36.0,2.0,148.0,263.0
bret-bergmeier,Bret Bergmeier,P,,,6.0,6.0,,2.0,1.0,1.0,,6.0,,66.0,119.0
bryan-vohnoutka,Bryan Vohnoutka,P,1.0,,26.0,23.0,,2.0,4.0,,,24.0,1.0,275.0,86.0
cam-copeland,Cam Copeland,P,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,2.0,67.0
cameron-brock,Cameron Brock,P,3.0,,38.0,33.0,,3.0,3.0,,,35.0,2.0,274.0,197.0
cameron-lacy,Cameron Lacy,P,,,,,,,,,1.0,,,,
colin-berry,Colin Berry,P,3.0,,17.0,12.0,1.0,4.0,1.0,1.0,,13.0,1.0,255.0,155.0
colin-ringwood,Colin Ringwood,P,,1.0,3.0,3.0,,,,,,3.0,,28.0,15.0
david-slade,David Slade,P,,,2.0,2.0,,,,,,2.0,,-17.0,7.0
dylan-declerck,Dylan DeClerck,P,,3.0,4.0,2.0,,1.0,,,,2.0,,80.0,-7.0
fletcher-hare,Fletcher Hare,P,1.0,,3.0,3.0,,1.0,1.0,1.0,,3.0,,30.0,28.0
gordon-larson,Gordon Larson,P,,1.0,,1.0,,,,,,1.0,,,-2.0
jacob-fella,Jacob Fella,P,,,4.0,1.0,,2.0,,,,2.0,1.0,35.0,-7.0
james-kittlesen,James Kittlesen,P,,1.0,1.0,1.0,,,,,,1.0,,71.0,2.0
jason-tschida,Jason Tschida,P,,,41.0,44.0,,3.0,1.0,,,44.0,,29.0,323.0
joey-cari,Joey Cari,P,,,8.0,10.0,,,1.0,,,10.0,,-16.0,38.0
jordan-taylor,Jordan Taylor,P,1.0,1.0,19.0,17.0,,1.0,2.0,1.0,,18.0,1.0,148.0,135.0
josh-klane,Josh Klane,P,5.0,,37.0,40.0,,,3.0,5.0,,42.0,1.0,100.0,452.0
keegan-north,Keegan North,P,4.0,1.0,39.0,33.0,,4.0,2.0,2.0,,36.0,3.0,334.0,227.0
levi-jacobs,Levi Jacobs,P,3.0,,20.0,16.0,,2.0,,1.0,,18.0,2.0,324.0,88.0
lucas-coniaris,Lucas Coniaris,P,2.0,,5.0,5.0,,,,2.0,,5.0,,59.0,70.0
marco-dregni,Marco Dregni,P,2.0,,23.0,18.0,,5.0,2.0,,,18.0,,445.0,-11.0
michael-petersen,Michael Petersen,P,1.0,,,1.0,,,,,8.0,1.0,,,5.0
mickey-walsh,Mickey Walsh,P,,,2.0,,,1.0,,,,1.0,,7.0,
nick-hutton,Nick Hutton,P,2.0,,4.0,7.0,,,,,10.0,7.0,,-24.0,85.0
quinn-snider,Quinn Snider,P,2.0,,14.0,11.0,,2.0,1.0,,,12.0,1.0,271.0,46.0
rick-gross,Rick Gross,P,1.0,1.0,39.0,36.0,,1.0,3.0,,,38.0,2.0,409.0,194.0
sam-berglund,Sam Berglund,P,2.0,1.0,15.0,12.0,,1.0,,1.0,11.0,14.0,2.0,9.0,114.0
sam-good,Sam Good,P,,,4.0,4.0,,1.0,1.0,,,4.0,,70.0,40.0
seth-gudeman,Seth Gudeman,P,,,6.0,5.0,,1.0,,,,5.0,,65.0,15.0
tanner-barcus,Tanner Barcus,P,,3.0,2.0,2.0,1.0,,,,,2.0,,43.0,10.0
travis-carpenter,Travis Carpenter,P,3.0,,33.0,46.0,,3.0,1.0,1.0,,47.0,1.0,140.0,302.0
tristan-van-de-moortele,Tristan Van de Moortele,P,1.0,,9.0,12.0,,,,,4.0,13.0,1.0,54.0,15.0
tyler-thomegreene,Tyler Thomegreene,P,,,4.0,4.0,,,1.0,,,4.0,,-23.0,41.0
will-wettengel,Will Wettengel,P,,2.0,,,,,,,,,,,
william-brandt,William Brandt,P/QB,4.0,,29.0,41.0,,,4.0,1.0,,41.0,,13.0,340.0
xavier-payne,Xavier Payne,P,1.0,1.0,34.0,39.0,,3.0,3.0,2.0,5.0,39.0,,190.0,493.0
