player_id,player_name,positions,interceptions,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
adrian-adams,Adrian Adams,WR,,,,0.0,12.0,2.0,3.0,19.0
darius-prince,DARIUS PRINCE,WR,,,,3.0,73.0,5.0,,
dalton-cole,Dalton Cole,QB,2.0,0.0,75.0,,,,1.0,41.0
ethan-skarmas,Ethan Skarmas,RB,,,,,,,0.0,7.0
kris-lewis,Kris Lewis,WR,,,,0.0,15.0,2.0,,
malik-henry-2,Malik Henry,QB,0.0,2.0,50.0,,,,0.0,9.0
maurice-ashley,Maurice Ashley,WR,,,,0.0,18.0,3.0,,
