player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
aby-smith,ABY Smith,,19.0,1.0,0.0,2.0,15.0,0.0,,,,,,,,1.0
ar-valdez,AR Valdez,,13.0,1.0,0.0,1.0,6.0,0.0,,,,,,,,1.0
aina-najwa,Aina Najwa,,,,,,,,,,,,,,1.0,1.0
ainna-hamizah-hashim,Ainna Hamizah Hashim,,12.0,1.0,0.0,1.0,8.0,0.0,24.0,0.0,0.0,10.0,1.0,0.0,,1.0
amalin-sorfina,Amalin Sorfina,,,,,,,,6.0,0.0,0.0,5.0,0.0,1.0,,1.0
elyza-wall,Elyza Wall,,13.0,1.0,0.0,3.0,6.0,0.0,,,,,,,,1.0
jkd-andreano,JKD Andreano,,6.0,0.0,0.0,5.0,0.0,0.0,24.0,0.0,0.0,21.0,1.0,1.0,1.0,1.0
jr-medianesta,JR Medianesta,,15.0,0.0,1.0,11.0,4.0,0.0,,,,,,,,1.0
kac-wong,KAC Wong,,21.0,1.0,1.0,10.0,12.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,,1.0
karri-gullem-keen,Karri Gullem Keen,,19.0,0.0,0.0,4.0,7.0,0.0,8.0,0.0,0.0,8.0,0.0,3.0,,1.0
kyte-gullem-keen,Kyte Gullem Keen,,6.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,1.0
mahirah-izzati-ismail,Mahirah Izzati Ismail,,,,,,,,24.0,0.0,0.0,9.0,4.0,1.0,,1.0
mas-elysa,Mas Elysa,,3.0,1.0,0.0,3.0,5.0,0.0,,,,,,,,1.0
r-castillo,R Castillo,,3.0,0.0,0.0,7.0,0.0,0.0,12.0,0.0,0.0,22.0,0.0,0.0,1.0,1.0
rb-osabel,RB Osabel,,3.0,0.0,0.0,8.0,1.0,0.0,,,,,,,,1.0
sf-sirah,SF Sirah,,4.0,0.0,0.0,9.0,1.0,0.0,,,,,,,,1.0
sm-dhanusri,SM Dhanusri,,,,,,,,18.0,1.0,1.0,13.0,1.0,3.0,,1.0
siow-tzin-yee,Siow Tzin Yee,,8.0,0.0,1.0,4.0,9.0,0.0,24.0,0.0,1.0,7.0,3.0,0.0,,1.0
wa-duraisingam,WA Duraisingam,,27.0,5.0,1.0,2.0,34.0,0.0,24.0,0.0,0.0,15.0,0.0,0.0,,1.0
