player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
arlen-hall,Arlen Hall,,0.0,1.0,1.0,2.0,16.0
aswad-allen,Aswad Allen,,1.0,1.0,0.0,16.0,2.0
bruce-korte,Bruce Korte,,0.0,1.0,1.0,2.0,16.0
charles-neimeth,Charles Neimeth,,1.0,1.0,0.0,16.0,2.0
daniel-damola,Daniel Damola,,1.0,1.0,0.0,16.0,2.0
darrell-mckee,Darrell McKee,,0.0,1.0,1.0,2.0,16.0
kory-kohuch,Kory Kohuch,,0.0,1.0,1.0,2.0,16.0
robert-brianne,Robert Brianne,,1.0,1.0,0.0,16.0,2.0
rory-golanowski,Rory Golanowski,,0.0,1.0,1.0,2.0,16.0
tijani-cole,Tijani Cole,,1.0,1.0,0.0,16.0,2.0
