player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
ayden-eberhardt,Ayden EBERHARDT,WR,,,,,,,,1.0,129.0,8.0,,,
brett-lauther,Brett LAUTHER,K,1.0,185.0,,,,,,,,,,,
chad-kelly,Chad KELLY,QB,,,4.0,,4.0,424.0,,,,,0.0,11.0,
damonte-coxie,Damonte COXIE,WR,,,,,,,,1.0,57.0,3.0,,,
daniel-adeboboye,Daniel ADEBOBOYE,RB,,,,,,,,,,,0.0,0.0,
david-ungerer-iii,David UNGERER III,WR,,,,,,,,1.0,82.0,3.0,,,
eugene-lewis,Eugene LEWIS,WR,,,,,,,,0.0,48.0,4.0,,,
greg-bell,Greg Bell,RB,,,,,,,,0.0,31.0,6.0,0.0,29.0,
isaiah-smith,Isaiah SMITH,RB,,,,,,,,0.0,20.0,1.0,0.0,21.0,
jake-maier,Jake Maier,QB,,,2.0,,1.0,281.0,,,,,0.0,14.0,
john-haggerty,John HAGGERTY,K/P,,,,,,,,,,,0.0,-22.0,
justin-hardy,Justin HARDY,WR,,,,,,,,0.0,30.0,4.0,,,
kalil-pimpleton,Kalil PIMPLETON,WR,,,,,,,,0.0,43.0,3.0,,,
keelan-white,Keelan WHITE,WR,,,,,,,,0.0,0.0,0.0,,,
kevin-mital,Kevin Mital,WR,,,,,,,,0.0,178.0,8.0,0.0,7.0,
lirim-hajrullahu,Lirim Hajrullahu,K,5.0,81.0,,,,,,,,,,,
makai-polk,Makai POLK,WR,,,,,,,,1.0,35.0,3.0,,,
max-duggan,Max Duggan,QB,,,0.0,,0.0,0.0,,,,,0.0,2.0,
ott-dst,OTT DST,DST,,,,4.0,,,44.0,,,,,,1.0
ott-k,OTT K,K,1.0,185.0,,,,,,,,,,,
ott-qb,OTT QB,QB,,,2.0,,1.0,281.0,,,,,0.0,16.0,
samuel-hicks,Samuel Hicks,RB,,,,,,,,0.0,10.0,3.0,1.0,79.0,
tor-dst,TOR DST,DST,,,,2.0,,,24.0,,,,,,2.0
tor-k,TOR K,K,5.0,81.0,,,,,,,,,,,
tor-qb,TOR QB,QB,,,4.0,,4.0,424.0,,,,,0.0,11.0,
tyler-kahmann,Tyler Kahmann,WR,,,,,,,,1.0,42.0,4.0,,,
